episode,speakers,utterances,emotions
lease1.wmv,maya ,"sonya darling, please locate those papers. ek toh municipal corporation ne hume notice bheja hain, upar se building residance association ne bhi notice bhej diya. agar char din ke andar andar hum ne wo lease ke papers submit nehi kiye, toh hum per ekkish fraud ke cases daarj ho jayenge. ",fear
lease1.wmv,rosheh,"bechere daad bankrupt ho jayenge, sahil bhai ki gari bik jayegi, bechare ko cycle pe jana parega clinic. ",fear
lease1.wmv,maya ,are clinic bhi toh bik jayega,fear
lease1.wmv,rosheh,"ha sahil bhai compounder ban jayega kisi doctor ke. aur mama, aap ko toh aachar, papad aur khakra bechna parega ghar ghar pe jake. khakra le lo ",fear
lease1.wmv,maya ,"sweety shail ki compounder banne tak toh baat theek thi, lekin main aachar papad aur khakra le kar ghar ghar pe nehi jane wali hun, its just too middle class. oh come on sonya think of something. ",fear
lease1.wmv,sonya,"oh mom please give me some time, let me think. ",neutral
lease1.wmv,maya ,kuch sujha?,neutral
lease1.wmv,sonya,ek rasta hain,joy
lease1.wmv,maya ,keya,surprise
lease1.wmv,sonya,"sirf baa jante the lease ke papers kaha rakhe hain, right? ",neutral
lease1.wmv,maya ,unfortunately,sadness
lease1.wmv,sonya,"toh agar hum baa se hi puche papers kaha hain, toh? ",neutral
lease1.wmv,rosheh,"oh my god, wo upar swarg main hain, uha kyun jayega? ",fear
lease1.wmv,sonya,"oh silly boy, hum baa ke atma ko niche bulanyenge. ",joy
lease1.wmv,maya ,oh you mean,joy
lease1.wmv,monisha,main janti hun ek agori baba ko. wo 100 100 rupay main jiski chaho uski atma ko niche bula dete hain,joy
lease1.wmv,sonya,"bhabhi 100 rupay main kohi taxi main baith kar kandivali se kolawa bhi nehi ja sakta, toh kohi upar se iha niche kaise aa sakta hain ",contempt
lease1.wmv,maya ,"and besides agori baba is just too downmarket. sonya, tum kisi paranormal studies ya occult science ke expert baba ko nehi janti? ",neutral
lease1.wmv,sonya,"yes mom, ek occult science ka student hain, krish majumder. ",joy
lease1.wmv,maya ,"oh you mean sanjeevani and santanu majumder ka baba, i mean beta ",neutral
lease1.wmv,sonya,yaaaa,joy
lease1.wmv,monisha,wo jante hain bhut pret ko bulana?,joy
lease1.wmv,maya ,monisha please bhut pret kahe karke use cheapen maat karo,contempt
lease1.wmv,sonya,its called atma ropon proyog,neutral
lease1.wmv,maya ,that sounds classier,joy
lease2.wmv,monisha ,bakura bakura iye sab keya ho raha hain? bakura kaha mar gaye sab ke sab bakura,anger
lease2.wmv,indu,"are baa baa dekho, dulhan aa gayi baa",joy
lease2.wmv,rosesh,lekin baa ko pata chal geya to?,fear
lease2.wmv,indu,"chup kisi ko kuch pata nehi chalega. are baa ko manane ka ihi ek tarika hain. nakli saadi, nakli dulhan samjha. aur sun tu ihi khada rahe, mai jar bulaun tab ana. ",neutral
lease2.wmv,monisha ,bakura,neutral
lease2.wmv,indu,"haa baa baa, dekho aapki dulhan aa gayi. ",joy
lease2.wmv,monisha ,"iye sab keya ho raha hain daddy ji, kaisa halkat appka. sahil ne toh haa kar di. ",fear
lease2.wmv,indu,"fikar mat karo. rosesh ko main le aya hun dulhan banake, sab thik ho jayega. aha, rashika baby, ayo ato baa ke paho paro, ayo",joy
lease2.wmv,sahil,"rukiye. daad, baa ko dhoka dete hue aapko saram nehi ayi? ",contempt
lease2.wmv,indu,"are, maine keya dhoka diya? mai toh iye",fear
lease2.wmv,monisha ,keya hua babla? ,neutral
lease2.wmv,sahil,"iye dulhan nehi hain baa, rosesh hai.",anger
lease2.wmv,rosesh,hi baa,neutral
lease2.wmv,monisha ,keya bakura ,surprise
lease2.wmv,sahil,"daad, aapki ma ke sath aapne itna bara biswasghat kiya ",contempt
lease2.wmv,monisha ,waise babla iye rosesh bhi itna bura nehi lag raha hai. ise le jaa,neutral
lease2.wmv,sahil,nehi baa nehi. aapki aakhri iccha ke sath mai itna bara khilwat nehi hone dunga. mom,neutral
lease2.wmv,maya,ha ha ilaben jaldi aa bhi jao. mandap puraj bas suru hone hi wala hain. sarita ki beti preeti ke saath finally saadi ho raha hai meri sahil ki ,joy
lease2.wmv,sahil,"pandit ji, aap kriyakaram suru kijiye",neutral
lease2.wmv,monisha ,widhi babla widhi. kriyakaram toh aab mera hoga,fear
lease2.wmv,maya,aapko kyun kuch hoga baa?,neutral
lease2.wmv,person,jaldi aa jao bhai muhurat ka samay ho raha hai ,neutral
lease2.wmv,maya,"are pandit ji suru kara hai, cholo cholo indu, come on rosesh ",neutral
lease2.wmv,indu,ha ha chalo chalo mai bhi aa jau ,joy
lease2.wmv,monisha ,bakura,anger
lease2.wmv,indu,haa haa baa,neutral
lease2.wmv,monisha ,sahil babla toh saadi kar raha hai bakura ,fear
lease2.wmv,indu,"ha ha baa, mai kuch nehi kar sakta",fear
lease2.wmv,sahil,"rosesh baa ko iha le aao, aur preeti ki ghar pe phone karna. kahna do baaje tak iha pouche, dhai baje fir lenge",joy
lease2.wmv,rosesh,okay. chaliye baa mandappuraj suru ho gayi hai,joy
lease2.wmv,monisha ,bakura bakura,fear
lease2.wmv,person,[chants mantra],neutral
lease2.wmv,indu,hey sahil tere saadi toh ho chuki hai,neutral
lease2.wmv,sahil,"daad building bachane hai ki nehi. aur waise bhi aaj aakhri din hai, lease hasil karni hain. ",neutral
lease2.wmv,maya,"absolutely. desperate timess, desperate measures. infact agar baa mujhe bhi kahe na toh mai bhi saadi karne ke liye taiyaar ho jayun. ",neutral
lease2.wmv,monisha ,bakura ,anger
lease2.wmv,maya ,chaliye,neutral
lease2.wmv,person,[chants mantra],neutral
lease2.wmv,monisha ,"hey pandit ji ruk jao, ruk jao iye. babla mujhe tere iye kapre bilkul pasand nehi hai, tu nayi kapre leke aa, fir saadi karna haa? ",neutral
lease2.wmv,sahil,"bilkul baa, in fact saadi ki wakt mai ek brand new suit karidne wala hun, aap ko pata hai iha parosh mai mega mall hain. waha pe do ghante ke liye ninety percent ka discount chal raha hai, ",joy
lease2.wmv,monisha ,ninety percent discount sell do ghante ke liye. bakura mere pair ,fear
lease2.wmv,maya,"kat dun, monisha? ",contempt
mayaleavesindravardhan(1) (1).wmv,maya,hello sudhanshu,joy
mayaleavesindravardhan(1) (1).wmv,sudhanshu,flower for my darling maya,joy
mayaleavesindravardhan(1) (1).wmv,indravardhan,are ek hi phool..pura bouque kharidne ke paise nhi the?,neutral
mayaleavesindravardhan(1) (1).wmv,sudhanshu,funny man,joy
mayaleavesindravardhan(1) (1).wmv,maya,yess,joy
mayaleavesindravardhan(1) (1).wmv,sudhanshu,maya ab mujhse aur sabar nhi kiya jata..,neutral
mayaleavesindravardhan(1) (1).wmv,indravardhan,achha to washroom us taraf hai,neutral
mayaleavesindravardhan(1) (1).wmv,sudhanshu,or bedroom kis taraf hai?,neutral
mayaleavesindravardhan(1) (1).wmv,indravardhan,kyu?,neutral
mayaleavesindravardhan(1) (1).wmv,sudhanshu,maya ki painting mai ek bahut hi passionate jagah pe banana chahta hu...chale?,joy
mayadoubtsindravardhan.wmv,sahil,all set dad..great dekhiye mai aapko missed call dunga uske baad aap apna romance shuru kijiye,joy
mayadoubtsindravardhan.wmv,roshesh,momma aap nhi samjh rhi,sadness
mayadoubtsindravardhan.wmv,maya,tum chup karo bas,anger
mayadoubtsindravardhan.wmv,sahil,woow nashik jane ke liye ready,joy
mayadoubtsindravardhan.wmv,maya,wo to hmlog indravardhan ke nazro me nashik jaa rhe..actyally hum tumhare yha chhupane wale ,neutral
mayadoubtsindravardhan.wmv,roshesh,nhi momma,sadness
mayadoubtsindravardhan.wmv,maya,"indravardhan us yashodha ko hmare ghar lekar aane wala hai,hamri gair maujudgi me",neutral
mayadoubtsindravardhan.wmv,roshesh,momma wo aapko ullu bna rhe hai..koi yashodha nhi hai,sadness
mayadoubtsindravardhan.wmv,maya,sahil ne dono ko saath me dekha hai coffe shop me..btao na tum sahil,fear
mayadoubtsindravardhan.wmv,sahil,kya btaau dad apne sleeve se aashu poonch rhe the,neutral
mayadoubtsindravardhan.wmv,maya,ghosh,disgust
mayadoubtsindravardhan.wmv,sahil,us yasodha ke..hotel sunvilla ke coffe shop me,neutral
mayadoubtsindravardhan.wmv,roshesh,hotel sunvilla ..lekin wo to rennovation ke liy band hai mumma,neutral
mayadoubtsindravardhan.wmv,maya,really?,surprise
mayadoubtsindravardhan.wmv,sahil,"mujhe bhi aisa hi lga tha,,but kal hi wo reopen huai hai..mom esiliye to dad waha gye honge na ki hotel ka renovation chal rha hmme se koi waha jayega nhi..",neutral
mayadoubtsindravardhan.wmv,maya,right,joy
mayadoubtsindravardhan.wmv,roshesh,aap ullu bna rhe sahil bhai..challenge jeetne ke liye aap ullu bna rhe hai,sadness
mayadoubtsindravardhan.wmv,sahil,roshesh give me a break mai bahut hi serious hu,anger
mayadoubtsindravardhan.wmv,roshesh,nhi..aap ullu bna rhe hai sahil bhai,sadness
mayadoubtsindravardhan.wmv,maya,"sahil tumhe bandar bna skta, gadaha bna skta..lekin tumhe ullu nhi bna skta...qki ullu to tum pehle se ho hi...sahil aaj mai indravardhan ko red handed pakadne wali hu,he is in deep trouble",anger
jaspal.wmv,maya,i can't take it! i just can't take it!,anger
jaspal.wmv,rosesh,aapne aap ko saamhaliye momma please,sadness
jaspal.wmv,maya,duniya mein justice naam ke koi cheezhi nahi hain! i mean wo monisha jisne mona lisa ki painting mein mooch bana sakti hain uske liye koi picasso,sadness
jaspal.wmv,rosesh,wo bhi uske long lost uncle. jisko wo 20 saal se phone tak nahi kiya!,neutral
jaspal.wmv,maya,kya zaroorat thi aisa karne ki i mean koi choota mota gift de dete…you know jaise ya thermos ya…,contempt
jaspal.wmv,rosesh,ashtray,neutral
jaspal.wmv,maya,ya statue of liberty ka coffee mug,contempt
jaspal.wmv,rosesh,ya ghadi…ek dail ke saat mein che alag alag color ka strap,neutral
jaspal.wmv,maya,that’s right! international middle class. lekin picasso ka headless hero?,sadness
jaspal.wmv,rosesh,haan very sad! momma aapka koi long lost uncles nahi hain kya?,neutral
jaspal.wmv,maya,"hain, sab zinda",sadness
jaspal.wmv,rosesh,really really very sad,sadness
jaspal.wmv,maya,"you know what the worst thing is, ki crorepati banne ki baad monisha aur bhi middle classiyat dikhayegi",disgust
jaspal.wmv,rosesh,bhabhi to bol rahi thi ki wo bohot saare paise kharch kaarenge.,neutral
jaspal.wmv,maya,haan sure….but tumhe pata hain na uske bohot kharch karne ka style. new york ka koi boutique mein se gown khareedenge to bag free mangegi. paris ki koi salon mein ja kar ke bolegi dono arm waxing karana hain sahi bol na.,contempt
jaspal.wmv,rosesh,relax momma..bhabhi ne galti se passport de di hain raddi waale ko.,neutral
jaspal.wmv,maya,good! noo that is worse. agar yahan rahegi to manglu baba ya lakkar baba ke naam pe mandir banwayegi. vada paw restaurant ka chain kholegi. oh god we are in serious trouble rosesh.,sadness
mayabetmonisha.wmv,sahil,"umm, monu, khana tumne banaya hai?",neutral
mayabetmonisha.wmv,monisha,kyun puchh rahe ho?,neutral
mayabetmonisha.wmv,sahil,"ni, accha bana hai",neutral
mayabetmonisha.wmv,monisha,mai accha khana ni bnati kya?,anger
mayabetmonisha.wmv,sahil,arey ni ni,joy
mayabetmonisha.wmv,monisha,haan,surprise
mayabetmonisha.wmv,sahil,haan haan,neutral
mayabetmonisha.wmv,monisha,"hello, haan kab ka mil gya parcel. hmm, ek minute. sahil, aaloo palak better hai ya daal?",neutral
mayabetmonisha.wmv,sahil,daal,neutral
mayabetmonisha.wmv,monisha,"daal better hai. lekin suniye, home delivery to free hai na, to fir aapne mujhse dus rupay service charge kyun liye? ni ni aise ni chalega. parosa to maine hai, to dus rupay mujhe milne chahiye, kyun",anger
mayabetmonisha.wmv,sahil,"monisha, monisha phone rakho, mai tumhe dus rupay dunga. come on",contempt
mayabetmonisha.wmv,monisha,tumhe mujhe dus hazar rupay dene padenge sahil,sadness
mayabetmonisha.wmv,sahil,"kyun, agle hazar dino tak roz tum hotel se khana mangwane wali ho?",joy
mayabetmonisha.wmv,monisha,"nae, wo na..ek baat btao sahil, mard aur aurat ek dusre se alag hote hain?",sadness
mayabetmonisha.wmv,sahil,haan hote hain,neutral
mayabetmonisha.wmv,monisha,kaise,fear
mayabetmonisha.wmv,sahil,"kaise matlab,mard...mard...wo mard hote hain, aur auratein...come on monisha, ab tumhe ye nhi pta ki mard aur aurat kis tarah se alag hote hain?",contempt
mayabetmonisha.wmv,monisha,"mai uss tarah se alag hone ki baat ni krri hun, mai dimag ki baat krri hun",sadness
mayabetmonisha.wmv,sahil,"accha dimag se? totally alag hote hain. look, mardon k dimag hote hain, aur aurton k baal lambe hote hain",contempt
mayabetmonisha.wmv,monisha,"very funny, sahil majak mat udao na, ye mere jeevan maran ka sawal hai. jante ho, mummy ji keh ri thi ki mard aurat k muqabale insensitive hote hain, unhe tv pe cricket, aur star world pe wwf kab hai, aisi cheezon k alawa jyada kuchh yaad hi nhi rehta",sadness
mayabetmonisha.wmv,sahil,"bilkul galat. mardon ko inn sb cheezon k alawa aur bhi bahut kuchh yaad hota hai. jaise ki, umm..kyun puccha mom ne ye?",neutral
mayabetmonisha.wmv,monisha,"wo maine unse kaha na, ki tumhe sare birthdays aur anniversaries yaad rehti hai, to zor zor se hasne lagi, aur..tumhe yaad rehti hai na?",neutral
mayabetmonisha.wmv,sahil,haan haan of course,joy
mayabetmonisha.wmv,monisha,humari wedding anniversary?,neutral
mayabetmonisha.wmv,sahil,bees feb..january,neutral
mayabetmonisha.wmv,monisha,haan,anger
mayabetmonisha.wmv,sahil,ke aas paas,fear
mayabetmonisha.wmv,monisha,bees january correct hai,neutral
mayabetmonisha.wmv,sahil,haan,joy
mayabetmonisha.wmv,monisha,meri saalgirah?,neutral
mayabetmonisha.wmv,sahil,ninth..november,neutral
mayabetmonisha.wmv,monisha,humari pehli mulaqat anniversary,joy
mayabetmonisha.wmv,sahil,ravivar,neutral
mayabetmonisha.wmv,monisha,konsa,neutral
mayabetmonisha.wmv,sahil,"har ravivar. mai bhagwan se har ravivar ko thank you kehta hun ki, mujhe tum mili",neutral
mayabetmonisha.wmv,monisha,achha,joy
mayabetmonisha.wmv,sahil,i love you moni darling,joy
mayabetmonisha.wmv,monisha,i love you too sahil..umhuh humare pyar k izhar ki saalgirah?,neutral
mayabetmonisha.wmv,sahil,"come on darling, ab tum kya kya puchh rahi ho. ab mai bhi tumhe puchh sakta hun phir",neutral
mayabetmonisha.wmv,monisha,puchho,neutral
mayabetmonisha.wmv,sahil,hein,neutral
mayabetmonisha.wmv,monisha,puchho na...puchho puchho,joy
mayabetmonisha.wmv,sahil,just a minute..haha...humari first...umm....kiss anniversary,neutral
mayabetmonisha.wmv,monisha,fifth april,joy
mayabetmonisha.wmv,sahil,wow..um...tumhe mercedes me bitha kr paanipuri khilane le kar gaya tha babulnath k yahan,neutral
mayabetmonisha.wmv,monisha,twenty first august ninteen ninty nine..huh,joy
mayabetmonisha.wmv,sahil,ye date hai actually?,neutral
mayabetmonisha.wmv,monisha,haan,neutral
mayabetmonisha.wmv,sahil,"ni, just asking...um..alright, hum dono sath chheenke the aur baad me hum chemist ki shop me gaye the..",neutral
mayabetmonisha.wmv,monisha,seventeenth september beech candy chemist day and night,joy
mayaleavesindravardhan.wmv,indravadhan,maya..hah..maya..haha..jogging karke aaya..aa...tumhare liye phool laya hun,joy
mayaleavesindravardhan.wmv,maya,ye gulaab hain..,fear
mayaleavesindravardhan.wmv,indravadhan,haan...ab tum apne baalon me mere naam ka gulaab daalna,joy
mayaleavesindravardhan.wmv,maya,gulaab...as in roses..,fear
mayaleavesindravardhan.wmv,indravadhan,haa aan...to roses smell as sweet in english,neutral
mayaleavesindravardhan.wmv,maya,roses are as allergic for me in any language,anger
mayaleavesindravardhan.wmv,indravadhan,haan lekin maya...,neutral
mayaleavesindravardhan.wmv,maya,mujhe gulaab ki allergy hai..indravadhan,anger
mayaleavesindravardhan.wmv,indravadhan,"maya tumhe laal gulaab ki allergy hai, ye to yellow hain",neutral
mayaleavesindravardhan.wmv,maya,"allergy meri naak me hai, meri aankho me nae..rang ka iske sath kya...just...get these flowers away from me..",anger
mayaleavesindravardhan.wmv,indravadhan,maya..,sadness
mayamonishabday.avi,roshesh,agar kal mera puna me show nhi rahta to mai tumhara b'day kabhi miss nhi karta,joy
mayamonishabday.avi,indravardhan,"no no no, the show must go on..tumhe puna jana hi chahiye",contempt
mayamonishabday.avi,maya,mera gift kaha hai?,joy
mayamonishabday.avi,roshesh,maine tumhare liye kavita likhi hai,joy
mayamonishabday.avi,indravardhan,kavita chhod gift kaha hai?,neutral
mayamonishabday.avi,maya,kavita hi gift hai indravardhan..esme roshesh ne apni sari feelings chhupa kar rakhi hai,joy
mayamonishabday.avi,indravardhan," to kavita ko bhi chhupa kar rakhta,,ab ye padhega or hume sunni padegi",neutral
mayamonishabday.avi,maya,oo enough,anger
mayamonishabday.avi,indravardhan,okay oaky,neutral
mayamonishabday.avi,maya,"sunao beta, hum sunenge",neutral
mayamonishabday.avi,roshesh,"o momma, o momma, tumne mujhe janam diya o momma,o momma, sabse achha karam kiya o momma, o momma. aakash...",neutral
mayamonishabday.avi,indravardhan,waah waah waah..mere bharat ratna waah,contempt
mayamonishabday.avi,maya,koi baat nhi..mai khud hi padh lungi betaa,neutral
mayamonishabday.avi,sahil,hii  hii roshes..,joy
mayamonishabday.avi,roshesh,hii,neutral
mayamonishabday.avi,sahil,tumhari bhabhi ne kuchh pack karke diya hai kha lena..,joy
mayamonishabday.avi,roshesh,woww thanks,joy
mayamonishabday.avi,sahi,and all the best.,joy
mayamonishabday.avi,indravardhan,are sahil wo problem solve ho gya na?,neutral
mayamonishabday.avi,maya,kaun sa problem?,neutral
mayamonishabday.avi,indravardhan,hein? tumhe batata nhi esne..monisha ke pass lunch ke hi coupan hai..to sari bala tal gyi..dekho na biwi ke saath lunch or maa ke saath dinner..and they all live happily ever after,neutral
mayamonishabday.avi,maya,achha sahil..dekho na mujhe abhi yaad aaya.. darling kal sham me mujhe anath aashram me bachho ko lecture dene jana hai..esliy dinner will not be possible..to hmlog lunch ke liye jaa skte hai?,neutral
mayamonishabday.avi,sahil,mom kya hai na maine monisha ko already promise kiya hai ki lunch uske saath karunga to i don't think really it would be possible,neutral
mayamonishabday.avi,maya,it's okay,neutral
mayamonishabday.avi,sahil,roshesh,neutral
mayamonishabday.avi,maya,mai kal dopehar se hi anaath aashram chli jaungi..unka bhi dil behal jayega..un anaath bachho ko lgega ki jaise unhe apni maa mil gyi hai or mai samjh lungi ki apne hi beto ke saath hu,sadness
mayamonishabday.avi,indravardhan,nirupa roy,contempt
mayamonishabday.avi,sahil,aap to ruth gyi mom,fear
mayamonishabday.avi,maya,such is a lie..roshes bhi nhi hai yha aur tum to busy ho,sadness
mayamonishabday.avi,roshesh,mai puna jana cancel kar du?,neutral
mayamonishabday.avi,indravardhan,bete fikar kyu karta hai..wo sahil hai na ..mummy ke saath chala jayega..hai na sahil?,joy
mayamonishabday.avi,maya,thank you so much darling..to kal zodiac bistro..2'o clock.. reservation tum kara loge na?,joy
mayamonishabday.avi,sahil,yaaa..i will do that,joy
mayamonishabday.avi,maya,love you beta,joy
mayamonishabday.avi,roshesh,love you momma,joy
mayamonishabday.avi,maya,ooo love you too sweety,joy
mayamonishabday.avi,suri,"hahah...excuse me, haan sahil bol, whatsup?",joy
mayamonishabday.avi,sahil,suri tu kya kr rha hai abhi?,neutral
mayamonishabday.avi,suri,"kuchh nae yaar, bss ek naye natak ke script pe kaam kar raha hun..",joy
mayamonishabday.avi,sahil,"dekh tu apni script chhod aur turant zodiac bistro pahunch ja, yahan pe tujhe live natak karna hai",neutral
mayamonishabday.avi,suri,kya?,surprise
mayamonishabday.avi,sahil,"dekh tu sawal mat puchh, kya hai ki kuchh der ke liye tujhe doctor rajshekhar acharya banna hai. aur agar tune mana kiya to mai  swargiya sahil sarabhai ban jaunga",fear
mayanighmare,rosesh,"momma, sahil bhai ka phone aaya tha, wo aapko surprise dena chahte hain",fear
mayanighmare,maya,oh my god! i'm sure usne dilli me bangla select kar liya hoga. pehle ye batao tumne kuchh socha ki nahi use rokne ke liye?,fear
mayanighmare,rosesh,"haan..melodrama..you come with me..aap sirf chhe mahiney ki mehmaan hain, aapko blood cancer hai",neutral
mayanighmare,maya,umm but blood cancer is very padestrian..kuchh aur socho na..,contempt
mayanighmare,rosesh,lemme see..lemme see..haan..,neutral
mayanighmare,maya,liver?,neutral
mayanighmare,rosesh,cancer of the esophagus?,joy
mayanighmare,maya,right. that's good that's good,joy
mayanighmare,rosesh,hum ye dikhaenge ki humne ye baat sahil bhai se chhipai hai taki unhe apna dilli jane ka program cancel na karna pade,joy
mayanighmare,maya,aur..aur monisha kisi tarah by chance ye baat sunn leti hai..,neutral
mayanighmare,monisha,mummy ji!,joy
mayanighmare,maya,aa gayi wo..continue..aur suno..blood cancer hi bolna..esophagus wo nahi samajh paegi,neutral
mayanighmare,rosesh,okay,neutral
mayanighmare,monisha,mummy ji,joy
mayanighmare,maya,nahi nahi rosesh..tum sahil ko kuchh nahi btaoge i beg of you,sadness
mayanighmare,rosesh,lekin momma aapko blood cancer hai kaise na bataun mai sahil bhai ko?,sadness
mayanighmare,maya,sahil apna dilli ka programme cancel kar dega rosesh aur ye mai nahi chahti,sadness
mayanighmare,sahil,mom?,neutral
mayanighmare,rosesh,sahil bhai aa gaye,fear
mayanighmare,monisha,shh..idhar aao idhar aao,neutral
mayanighmare,sahil,kya hua?,neutral
mayanighmare,monisha,suno,neutral
mayanighmare,maya,ab kya karein,fear
mayanighmare,rosesh,baitho,fear
mayanighmare,sahil,arey kya suno..chalo..,neutral
mayanighmare,rosesh,ro lijiye momma..ro lijiye,sadness
mayanighmare,sahil,kya hua mom kyun ro ri hai?,neutral
mayanighmare,maya,nai..mai kahan ro rahi hun..meri aankhon me to sirf kuchh kachara chala gaya hai,sadness
mayanighmare,sahil,itna sara kachara?,neutral
mayanighmare,monisha,nai sahil..mummy ji jhooth keh rahi hain..inhein cancer hua hai,sadness
mayanighmare,sahil,what?,surprise
mayanighmare,maya,nahi nahi sahil..mujhe kuchh nahi hua hai..i'm fine,sadness
mayanighmare,sahil,haan i know that you are fine haha kyunki aapki six monthly medical report hai mere hathon me and and..now comes the surprise..doctor sarthi ne jab ye report dekhi to unhone turant kaha ki wo aapki lifestyle pe ek kitaab likhna chahte hain..maya sarabhai's health and fitness regime haha look thirty and fifty,joy
mayanighmare,maya,forty eight,fear
mayanighmare,sahil,"haan ma...matlab..you are healthy as a horse..and by the way, aapko cancer hai ye kisne btaya?",neutral
mayanighmare,maya,doctor desai,neutral
mayanighmare,rosesh,doctor agarwal ne..,neutral
mayanighmare,sahil,hah?,neutral
mayanighmare,rosesh,doctor desai ne,neutral
mayanighmare,sahil,doctor desai?,neutral
mayanighmare,maya,pata nai unhone aisa kyun kaha..ki mujhe cancer of the esophagus ho gaya hai,joy
mayanighmare,monisha,magar aap to keh rahi thi ki aapko blood cancer hai,sadness
mayanighmare,maya,haan matlab...,neutral
mayanighmare,rosesh,dono hai,neutral
mayanighmare,maya,dono ni ho sakte,neutral
mayanighmare,sahil,mom..is the cat out of the bag yet?,neutral
mayanighmare,maya,what are you saying sahil...haan...i mean mai nahi chah rahi thi ki tum...,sadness
mayanighmare,sahil,dilli chala jaun? hai na? so i am not going,neutral
mayanighmare,monisha,kyun?,surprise
mayanighmare,sahil,oxford medical center ke jo dean ki minimum age hai na..that's thirty eight..and i'm a bit younger,neutral
mayanighmare,maya,yay..hehe,joy
mayanighmare,monisha,hai ram..dilli cancel..matlab sale cancel?,sadness
mayanighmare,maya,sale?,surprise
mayanighmare,monisha,"haan mummy ji..maine humare ghar ki razai, takiya, bartan, jhadoo sab sale pe laga diya garage me..oh my god..radha bai..",sadness
mayanighmare,sahil,mom..happy?,neutral
mayanighmare,maya,very. i'm so sorry about this but dekhna tum dilli nahi ja rahe ho na ye tumhare hi liye accha hoga,joy
mayanighmare,sahil,kaise?,neutral
mayanighmare,maya,kyunki wo s...,neutral
mayaonacleaningdrive.wmv,sahil,"mom,mom",neutral
mayaonacleaningdrive.wmv,indravardhan,maya maya tumhari umar hi kya thi,sadness
mayaonacleaningdrive.wmv,sahil,can you relax dad,anger
mayaonacleaningdrive.wmv,indravardhan,ab anath aur bhukhe bacchon ke liye janna ikattha karne five star hotel main 6 pose dinner kaun rakhega?,sadness
mayaonacleaningdrive.wmv,maya,main mari nahin hun indravadan sirf thoda chakkar a raha hai.,neutral
mayaonacleaningdrive.wmv,rosesh,don't be modest. kya thoda sa mama tu itni jor se ghoom rahi thi ke mujhe laga mama kar thak kar rahi hai,neutral
mayaonacleaningdrive.wmv,indravardhan,chakkar aane per duniya ghumti hai patient nahin ghumta samjha,anger
mayaonacleaningdrive.wmv,maya,just ignore him beta indravadan ko to hamesha hi lagta hai ki main dhong kar rahi hun. o meri hath do mujhe apne ghar le chalo,sadness
mayaonacleaningdrive.wmv,rosesh,lekin mama ghar per to painters touch up kar raha hai bedroom.,neutral
mayaonacleaningdrive.wmv,sahil,isiliye lete rahi hai mom,neutral
mayaonacleaningdrive.wmv,maya,lekin mein monisha par bojh nahin banna chahti.,sadness
mayaonacleaningdrive.wmv,sahil,"come on mom aap ham per bojh. monisha keya mom tum par bojh banegi? jawab do monisha, monisha .",anger
mayaonacleaningdrive.wmv,maya,mujhe mera jawab mil gaya beta,sadness
mayaonacleaningdrive.wmv,sahil,nahin mom jab talak aapki puri test nahin ho jaati aur mujhe puri tarah tasalli nahin ho jaati tab tak aap kahin nahin jaenge and that's an order.,neutral
mayaonacleaningdrive.wmv,maya,hi hi hi ek bete ke zid kaun mar tal sakti hai i love you darling,joy
mayaonacleaningdrive.wmv,sahil,let me check your temperature,neutral
mayaonacleaningdrive.wmv,rosesh,sacra for that let's pray together hold my hand and old mamas hand. dear krishna bhagwan aap hamari mama ko apni mama samjhaiye yashoda mama na sahi devaki mama samajhiye,neutral
mayaonacleaningdrive.wmv,indravardhan,chhuuuuu tum bahut acchi ladki thi.,neutral
mayaonacleaningdrive.wmv,monisha,thi?,surprise
mayaonacleaningdrive.wmv,indravardhan,han kyunki maya ab tumhe jeene nahin degi,neutral
mayaonacleaningdrive.wmv,monisha,kya ? really,sadness
monishaadaptstohighsociety,maya,"this is just not done monisha, just not done",anger
monishaadaptstohighsociety,monisha,hush mom,neutral
monishaadaptstohighsociety,maya,don't you dare hush me..nau baje sham ki dinner party me humein bula ke khud saadhe dus baje pahonchati ho..samjhati kya ho tum apne aap ko?,anger
monishaadaptstohighsociety,monisha,"rule number sixteen mom..nau baje rakhi hui party me sharp nau baje sirf middle class log pahunchte hain..haanth jod ke aaiye aaiye kehne ke liye..khud ki di hui party me kam se kam ek ghanta late pahunchna is a style statement..rosesh, rule dikhao na",neutral
monishaadaptstohighsociety,rosesh,oh yeah yeah..momma ye..,neutral
monishaadaptstohighsociety,maya,"tum mujhe kya rule dikhane lage..monisha, gyarah baar maine tumhein phone kiya gyarah baar..har baar this phone is not reachable",anger
monishaadaptstohighsociety,monisha,"i'm sorry mom, wo mera phone mere assistant phillip ke paas tha. you see khud ka mobile khud carry karna is so crude and down market..right rosesh",contempt
monishaadaptstohighsociety,maya,tumhein iss tarah se behave karne me maza aata hai monisha,anger
monishaadaptstohighsociety,monisha,"um..mom, mai aap logon ka dinner yahin bhejwa deti hun..and mom, kal mere yahan pe cards and cocktail ki party hai, aap jarur aaiyega okay? ciao",joy
monishaadaptstohighsociety,maya,you know i think we've created a frankenstein's monster,anger
monishaadaptstohighsociety,rosesh,simple aunty ne sir pe chadhaya hai monisha bhabhi ko,anger
monishaadaptstohighsociety,maya,"argh..that simple, i tell you..wo to bilkul..wo kya gaaliyan deti thi monisha?",anger
