episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
soniyaprediction.avi,maya,aur tubelight kanch ki nahin hogi aur kis chij ki hogi monisha. hahaha! waise andar kuch kale rang ka hai kya,contempt,aur tubelight kanch ki nahin hogi aur ki chij ki hogi monisha hahaha waise andar kuch kale rang ka hai kya,और् तुबेलिघ्त् कन्च् कि नहिन् होगि और् किस् चिज् कि होगि मोनिश। हहह! वैसे अन्दर् कुच् कले रन्ग् क है क्य,"And the tubelight will not be made of glass and what will it be made of, Monisha. hahaha! how to walk and what color is it?"
soniyaprediction.avi,indravardhan,hai na. jo lift man ka stool hai vah kale hi rang hello nahin kuchh bhi nahin. ka to hai,neutral,hai na jo lift man ka stool hai vah kale hi rang hello nahin kuchh bhi nahin ka hai,है न। जो लिफ़्त् मन् क स्तूल् है वह् कले हि रन्ग् हेल्लो नहिन् कुछ् भि नहिन्। क तो है,"isn't it? The lift man's stool is there, what color is it, hello, nothing. what is it?"
soniyaprediction.avi,monisha,sahil sahil mein saanse nahin le pa rahi hun lagta hai oxygen khatm ho raha hai ,fear,sahil sahil mein saanse nahin le pa rahi hun lagta hai oxygen khatm ho raha hai,सहिल् सहिल् मेइन् सान्से नहिन् ले प रहि हुन् लग्त है ओक्ष्य्गेन् खत्म् हो रह है ,There is no breath on the beach; it seems the oxygen is running out.
soniyaprediction.avi,sahil,tum jindagi bhar is lift mein band rahi na tu bhi oxygen khatm nahin hone wala.,anger,tum jindagi bhar lift mein band rahi na tu bhi oxygen khatm nahin hone wala,तुम् जिन्दगि भर् इस् लिफ़्त् मेइन् बन्द् रहि न तु भि ओक्ष्य्गेन् खत्म् नहिन् होने वल।,Your life is still in the lift and you too are not running out of oxygen.
soniyaprediction.avi,indravardhan,aur han jahan tak khane peene ka sawal hai ham vah kisi na kisi tarah dalte rahenge. han sirf tv nahin dekh paogi tum,neutral,aur han jahan tak khane peene ka sawal hai ham vah kisi na kisi tarah dalte rahenge han sirf tv nahin dekh paogi tum,और् हन् जहन् तक् खने पीने क सवल् है हम् वह् किसि न किसि तरह् दल्ते रहेन्गे। हन् सिर्फ़् त्व् नहिन् देख् पओगि तुम्,"And there is the question of where to eat and drink, and we will keep asking in some way or the other. I just watched TV and got you."
soniyaprediction.avi,sahil,dad! please.,contempt,dad please,दद्! प्लेअसे।,Dad! please.
soniyaprediction.avi,rosesh,galat time par galat baat karna dad ka nature hai,anger,galat time par galat baat karna dad ka nature hai,गलत् तिमे पर् गलत् बात् कर्न दद् क नतुरे है,It is a father's nature to say the wrong thing at the wrong time.
soniyaprediction.avi,indravardhan,really ,contempt,really,रेअल्ल्य् ,really
soniyaprediction.avi,rosesh,hatie hatie. bhabhi! maine aapke liye shradhanjali likhi hai. kaisi lagi bataiyega. hamen pata nahin tha jara bhi ki lift mein hi chal jayegi bhabhi. hum,neutral,hatie hatie bhabhi maine aapke liye shradhanjali likhi hai kaisi lagi bataiyega haman pata nahin tha jara bhi ki lift mein hi chal jayegi bhabhi hum,हतिए हतिए। भभि! मैने आप्के लिये श्रधन्जलि लिखि है। कैसि लगि बतैयेग। हमेन् पत नहिन् थ जर भि कि लिफ़्त् मेइन् हि चल् जयेगि भभि। हुम्,hatie hatie. Bhabhi! I have written a tribute to you. what kind of story will you tell? We did not know that sister-in-law would go in the lift. hum
soniyaprediction.avi,sahil,rosesh out! out!,anger,rosesh,रोसेश् ओउत्! ओउत्!,rose out! out!
soniyaprediction.avi,rosesh,main ghar ke out hi to hun,neutral,main ghar ke hi hun,मैन् घर् के ओउत् हि तो हुन्,hi to hun main ghar ke out
soniyaprediction.avi,sahil,so go in. dad ine donon ko aap in le jaaiye,anger,go dad ine donon ko aap le jaaiye,सो गो इन्। दद् इने दोनोन् को आप् इन् ले जाइये,"so go in. Dad, I don't care about you."
soniyaprediction.avi,indravardhan,chalo chalo,anger,chalo chalo,चलो चलो,let's go let's go
soniyaprediction.avi,monisha,aaaaaa! sahil lift hil rahi. lift hai jhatke de rahi hai. main upar ja rahi hoon sahil.  main bhagwan ke ghar ja rahi hoon,fear,aaaaaa sahil lift hil rahi lift hai jhatke de rahi hai main upar ja rahi hoon sahil main bhagwan ke ghar ja rahi hoon,आआआ! सहिल् लिफ़्त् हिल् रहि। लिफ़्त् है झत्के दे रहि है। मैन् उपर् ज रहि हून् सहिल्।  मैन् भग्वन् के घर् ज रहि हून्,aaaaaa! The beach lift is still working. The lift is moving slowly. The main thing is going on the shore. I am living in God's house.
soniyaprediction.avi,sahil,tumhen kuchh nahin hoga shut up,anger,tumhen kuchh nahin hoga shut,तुम्हेन् कुछ् नहिन् होग शुत् उप्,you will never shut up
soniyaprediction.avi,monisha,sahil,fear,sahil,सहिल्,coast
soniyaprediction.avi,sahil,lft khul chuki haii. please bahar aayi. come out. hamesha jaldbazi mein ground floor ka button ke bajeye top ka button dabba ti tum,anger,lft khul chuki haii please bahar aayi come hamesha jaldbazi mein ground floor ka button ke bajeye top ka button dabba ti tum,ल्फ़्त् खुल् चुकि हैइ। प्लेअसे बहर् आयि। चोमे ओउत्। हमेश जल्द्बज़ि मेइन् ग्रोउन्द् फ़्लूर् क बुत्तोन् के बजेये तोप् क बुत्तोन् दब्ब ति तुम्,"lift has opened. please spring has come. come out. Always in a hurry, press the button on the ground floor and press the button on the top."
soniyaprediction.avi,monisha,"nai sahil iss baar maine theek button  dabaya tha. lekin stop ke button pe jo bhindi thina, usse nikal rahi thi",sadness,nai sahil i baar maine theek button dabaya tha lekin stop ke button pe jo bhindi thina usse nikal rahi thi,"नै सहिल् इस्स् बार् मैने थीक् बुत्तोन्  दबय थ। लेकिन् स्तोप् के बुत्तोन् पे जो भिन्दि थिन, उस्से निकल् रहि थि","Now I am on the beach and I have pressed one button. But if I put a little pressure on the stop button, it kept coming out."
soniyaprediction.avi,sahil,are jarurat kya thi tumhen yah manhoos bhindi vahan se uthane ki,anger,jarurat kya thi tumhen yah manhoos bhindi vahan se uthane ki,अरे जरुरत् क्य थि तुम्हेन् यह् मन्हूस् भिन्दि वहन् से उथने कि,What is the need for you to lift this miserable lady from the vehicle?
soniyaprediction.avi,maya,sahil shant ho jao. vaise hi yah vichari kitni gairi hui hai. tum use aur dant rahe ho. come on beta come on. bass ab rona band karo. are chodo se chodo chodo. monisha monisha!,neutral,sahil shant ho jao vaise hi yah vichari kitni gairi hui hai tum use aur dant rahe ho come beta come bass ab rona band karo chodo se chodo chodo monisha monisha,सहिल् शन्त् हो जओ। वैसे हि यह् विचरि कित्नि गैरि हुइ है। तुम् उसे और् दन्त् रहे हो। चोमे ओन् बेत चोमे ओन्। बस्स् अब् रोन बन्द् करो। अरे चोदो से चोदो चोदो। मोनिश मोनिश!,"The beach should remain calm. By the way, this thought has become so sad. You are using and scolding me. come on beta come on. bass ab rona band karo. They are fucking with each other. monisha monisha!"
soniyaprediction.avi,indravardhan,are sahil! ,neutral,sahil,अरे सहिल्! ,are the coast!
soniyaprediction.avi,maya,tum suno you are safe ab sab kuch thik thak ho gaya tum chup karo rona,neutral,tum suno safe ab sab kuch thik thak ho gaya tum chup karo rona,तुम् सुनो योउ अरे सफ़े अब् सब् कुच् थिक् थक् हो गय तुम् चुप् करो रोन,tum suno you are safe ab sab kuch thik thak ho gaya tum chup karo rona
soniyaprediction.avi,monisha,mummy ji main bahut dar gai thi. agar mujhe kuchh ho jata toh sahil ka kya hota,sadness,mummy ji main bahut dar gai thi agar mujhe kuchh ho jata toh sahil ka kya hota,मुम्म्य् जि मैन् बहुत् दर् गै थि। अगर् मुझे कुछ् हो जत तोह् सहिल् क क्य होत,Mummy gave me a lot of money. What would happen to the shore if I left?
soniyaprediction.avi,maya,vah sab to theek hai per kuchh nahin hua hai na to main agar soniya ki bhavishyvani sach hone wali hai aur ham mein se koi ek marne wala hai aaj ,neutral,vah sab theek hai per kuchh nahin hua hai na main agar soniya ki bhavishyvani sach hone wali hai aur ham mein se koi ek marne wala hai aaj,वह् सब् तो थीक् है पेर् कुछ् नहिन् हुअ है न तो मैन् अगर् सोनिय कि भविश्य्वनि सच् होने वलि है और् हम् मेइन् से कोइ एक् मर्ने वल है आज् ,"Well, everything is fine but nothing has happened to me if Soniya's predictions come true and one of us is going to die today."
soniyaprediction.avi,monisha,aaaaaa,sadness,aaaaaa,आआआ,aaaaaa
soniyaprediction.avi,maya,yah mein ya tum. toh isn't it better ki ham yah aakhiri din shanti se bitaen ,neutral,yah mein ya tum toh better ki ham yah aakhiri din shanti se bitaen,यह् मेइन् य तुम्। तोह् इस्न्'त् इत् बेत्तेर् कि हम् यह् आखिरि दिन् शन्ति से बितएन् ,This is me or you. so isn't it better that we spend our last days in peace
soniyaprediction.avi,monisha,aaaaaahaaa,sadness,aaaaaahaaa,आआआहाअ,aaaaaaaaaaa
soniyaprediction.avi,maya,like mature sensible people. manisha sundar hi hona ,neutral,like mature sensible people manisha sundar hi hona,लिके मतुरे सेन्सिब्ले पेओप्ले। मनिश सुन्दर् हि होन ,like mature sensible people. manisha sundar hi hona
soniyaprediction.avi,monisha,aaaahaaaa,sadness,aaaahaaaa,आआहाआ,aaaaaaaaaa
soniyaprediction.avi,maya,kyunki is tarah ka rona dhona shor machaya corridor mein is too middle class. chalo tum.,contempt,kyunki tarah ka rona dhona shor machaya corridor mein middle class chalo tum,क्युन्कि इस् तरह् क रोन धोन शोर् मचय चोर्रिदोर् मेइन् इस् तू मिद्द्ले च्लस्स्। चलो तुम्।,Because this is the way the noise made in the corridor is too middle class. Come on you.
bachelor.wmv,monisha,keya bigara hai maine tera? haa,anger,keya bigara hai maine tera haa,केय बिगर है मैने तेर? हा,What wrong have I done to you? yes
bachelor.wmv,maya,mera table. dekho kitna ganda kar diya. ,sadness,mera table dekho kitna ganda kar diya,मेर तब्ले। देखो कित्न गन्द कर् दिय। ,my table. Look how much good it has done.
bachelor.wmv,monisha,"bigarne de, bigarne de. mana ki tu har cheez me mujhse better hai, ghar sajane main, khana pakane main, kapre pahenne main. ",anger,bigarne de bigarne de mana ki tu har cheez mujhse better hai ghar sajane main khana pakane main kapre pahenne main,"बिगर्ने दे, बिगर्ने दे। मन कि तु हर् चीज़् मे मुझ्से बेत्तेर् है, घर् सजने मैन्, खन पकने मैन्, कप्रे पहेन्ने मैन्। ","to undress, to undress. I mean that you are better than me in every thing, I decorate the house better, cook food better, wear clothes better."
bachelor.wmv,maya,kapre pahenne main monisha? ,disgust,kapre pahenne main monisha,कप्रे पहेन्ने मैन् मोनिश? ,what are you wearing main monisha?
bachelor.wmv,monisha,tune mujhe toka?,anger,tune mujhe toka,तुने मुझे तोक?,tune me?
bachelor.wmv,maya,sorry,fear,sorry,सोर्र्य्,sorry
bachelor.wmv,monisha,nehi mention not,neutral,nehi mention,नेहि मेन्तिओन् नोत्,nehi mention not
bachelor.wmv,maya,"it's all right hai kahte hain monisha, for god's sake, mention not ",disgust,right hai kahte hain monisha god sake mention,"इत्'स् अल्ल् रिघ्त् है कह्ते हैन् मोनिश, फ़ोर् गोद्'स् सके, मेन्तिओन् नोत् ","it's all right hai hain monisha, for god's sake, mention not two"
bachelor.wmv,monisha,tune mujhe firse toka?,anger,tune mujhe firse toka,तुने मुझे फ़िर्से तोक?,tune me first?
bachelor.wmv,maya,har cheez mai middle class,disgust,har cheez mai middle class,हर् चीज़् मै मिद्द्ले च्लस्स्,every thing is middle class
bachelor.wmv,monisha,teri toh mai,anger,teri toh mai,तेरि तोह् मै,I visited you
bachelor.wmv,maya,"aaaaah, indu indu",fear,aaaaah indu indu,"आआअह्, इन्दु इन्दु","aaaaah, indu indu"
bachelor.wmv,monisha,"kab tak tokega haa? tok tok tok tok tokte rahti hai. kash ki tune iye mobile phone hoti, kamse kam tera toka toh limited hota ",anger,kab tak tokega haa tok tok tok tok tokte rahti hai kash ki tune iye mobile phone hoti kamse kam tera toka toh limited hota,"कब् तक् तोकेग हा? तोक् तोक् तोक् तोक् तोक्ते रह्ति है। कश् कि तुने इये मोबिले फोने होति, कम्से कम् तेर तोक तोह् लिमितेद् होत ","When will it last? Tok tok tok tok tokte hai. I wish I had a mobile phone, sometimes it would be less limited."
bachelor.wmv,monisha,samjhi? tok tok tok tok ,joy,samjhi tok tok tok tok,सम्झि? तोक् तोक् तोक् तोक् ,samjhi? tok tok tok tok
bachelor.wmv,maya,"samaj gayi, mai janti hun ki mai tujse har cheez mai better hu, lekin tera dil mujhse better hai. ",contempt,samaj gayi mai janti hun ki mai tujse har cheez mai better hu lekin tera dil mujhse better hai,"समज् गयि, मै जन्ति हुन् कि मै तुज्से हर् चीज़् मै बेत्तेर् हु, लेकिन् तेर दिल् मुझ्से बेत्तेर् है। ","The society is gay, I know that I am better than you in every thing, but your heart is better than me."
bachelor.wmv,monisha,haa,neutral,haa,हा,yes
bachelor.wmv,maya,thora sa. and i hate you for it. ,contempt,thora sa hate,थोर स। अन्द् इ हते योउ फ़ोर् इत्। ,a little. and i hate you for it.
bachelor.wmv,monisha,you hate me?,neutral,hate,योउ हते मे?,you hate me?
bachelor.wmv,maya,i hate you. ,disgust,hate,इ हते योउ। ,i hate you.
bachelor.wmv,monisha,you hate me mayapuri? ,contempt,hate mayapuri,योउ हते मे मयपुरि? ,you hate me mayapuri?
bachelor.wmv,maya,i hate you. ,disgust,hate,इ हते योउ। ,i hate you.
bachelor.wmv,monisha,i haat you.,disgust,haat,इ हात् योउ।,i hate you.
bachelor.wmv,maya,"monisha, hurt hota hai, not haat ",disgust,monisha hurt hota hai haat,"मोनिश, हुर्त् होत है, नोत् हात् ","Monisha, it hurts, don't hate."
bachelor.wmv,monisha,haat. tu haat. sahil. ,joy,haat tu haat sahil,हात्। तु हात्। सहिल्। ,hate. you hate. coast.
cricket.wmv,rosesh,"okay momma, ish clue ke hisaab se iye ",neutral,okay momma ish clue ke hisaab se iye,"ओकय् मोम्म, इश् च्लुए के हिसाब् से इये ","okay momma, this is because of the clue"
cricket.wmv,maya,"rosesh, wo trophy tumhare kaan me toh nehi hogi na? ",contempt,rosesh wo trophy tumhare kaan toh nehi hogi na,"रोसेश्, वो त्रोफ्य् तुम्हरे कान् मे तोह् नेहि होगि न? ","Rosesh, that trophy will not be there in your ear, right?"
cricket.wmv,rosesh,"oh right momma, agar hoti toh mujhe toh pata chalta hi. lekin momma kaha chupayi hoge sahil bhai ne trophy? maine ek ek kona chan mara hai. iye dekhiye, 27 wa namkeen ka packet. aur iye bag bharke faltu jokes pokes. aur iye, sabun ke dibbe ke andar chocolates. pata nehi kaha rakhi hogi. isme se bhi? mere lagbhag 135 kavitaye dad ne chupahi he. see this one was my favourite momma. gutter ka medhak, trau trau trau",sadness,oh right momma agar hoti toh mujhe toh pata chalta hi lekin momma kaha chupayi hoge sahil bhai ne trophy maine ek ek kona chan mara hai iye dekhiye wa namkeen ka packet aur iye bag bharke faltu joke poke aur iye sabun ke dibbe ke andar chocolate pata nehi kaha rakhi hogi isme se bhi mere lagbhag kavitaye dad ne chupahi see one favourite momma gutter ka medhak trau trau trau,"ओह् रिघ्त् मोम्म, अगर् होति तोह् मुझे तोह् पत चल्त हि। लेकिन् मोम्म कह चुपयि होगे सहिल् भै ने त्रोफ्य्? मैने एक् एक् कोन चन् मर है। इये देखिये, २७ व नम्कीन् क पच्केत्। और् इये बग् भर्के फ़ल्तु जोकेस् पोकेस्। और् इये, सबुन् के दिब्बे के अन्दर् चोचोलतेस्। पत नेहि कह रखि होगि। इस्मे से भि? मेरे लग्भग् १३५ कवितये दद् ने चुपहि हे। सी थिस् ओने वस् म्य् फ़वोउरिते मोम्म। गुत्तेर् क मेधक्, त्रौ त्रौ त्रौ","oh right momma, if you want then you will tell me. But where did Momma suck the trophy? I have hit a corner. Look at this, the 27th packet of namkeen. And he pokes the bag and makes false jokes. And here, the chocolates inside the soap box. I don't know where it will be kept. isme se bhi? My father did not read approximately 135 poems. see this one was my favorite momma. gutter drain, drain drain"
cricket.wmv,maya,"okay rosesh, i am sure that this is wonderful sweety. lekin abhi hamare paas iske liye wakt nehi hai na",contempt,okay rosesh sure wonderful sweety lekin abhi hamare paas iske liye wakt nehi hai na,"ओकय् रोसेश्, इ अम् सुरे थत् थिस् इस् वोन्देर्फ़ुल् स्वीत्य्। लेकिन् अभि हमरे पास् इस्के लिये वक्त् नेहि है न","okay rosesh, i am sure that this is wonderful sweety. But we don't have time for that right now."
cricket.wmv,rosesh,right,neutral,right,रिघ्त्,right
cricket.wmv,maya,monisha se pahle sahil ke samne hume wo trophy rakhni hai na,neutral,monisha se pahle sahil ke samne hume wo trophy rakhni hai na,मोनिश से पह्ले सहिल् के सम्ने हुमे वो त्रोफ्य् रख्नि है न,"We went to the beach before Monisha, we kept the trophy, right?"
cricket.wmv,rosesh,toh ab keya kare momma? ,fear,toh ab keya kare momma,तोह् अब् केय करे मोम्म? ,so what to do now momma?
cricket.wmv,maya ,well wo trophy nehi mil rahi hai toh market se ek aaise hi dusri trophy le karke hum sahil ko de sakti hai nehi? ,neutral,well wo trophy nehi mil rahi hai toh market se ek aaise hi dusri trophy le karke hum sahil ko de sakti hai nehi,वेल्ल् वो त्रोफ्य् नेहि मिल् रहि है तोह् मर्केत् से एक् आइसे हि दुस्रि त्रोफ्य् ले कर्के हुम् सहिल् को दे सक्ति है नेहि? ,"Well, if we are not getting that trophy then we can save the coast by buying another trophy from the market, right?"
cricket.wmv,rosesh,you mean aise hi trophy khareed karke hum sahil bhai se kahenge ki sahil bhai hum e trophy mil gayi ,neutral,mean aise hi trophy khareed karke hum sahil bhai se kahenge ki sahil bhai hum e trophy mil gayi,योउ मेअन् ऐसे हि त्रोफ्य् खरीद् कर्के हुम् सहिल् भै से कहेन्गे कि सहिल् भै हुम् ए त्रोफ्य् मिल् गयि ,You mean like this we have bought the trophy and we will tell Sahil Bhai that we have got the trophy.
cricket.wmv,maya,ha,neutral,ha,ह,ha
cricket.wmv,rosesh,momma,contempt,momma,मोम्म,momma
cricket.wmv,maya,"are rosesh iye ek choti si innocent si bilkul masum si nirdosh cheating kahi ja sakti hai lekin acche kam ke liye hai. sahil ki bhalai ke liye hai. jara socho, agar sahil monisha ko le karke ush party me jayega toh uske reputation ka keya hoga? isi liye ek chota sa jhunt bolna is not wrong na? is not wrong na? ",neutral,rosesh iye ek choti si innocent si bilkul masum si nirdosh cheating kahi ja sakti hai lekin acche kam ke liye hai sahil ki bhalai ke liye hai jara socho agar sahil monisha ko le karke ush party jayega toh uske reputation ka keya hoga isi liye ek chota sa jhunt bolna wrong na wrong na,"अरे रोसेश् इये एक् चोति सि इन्नोचेन्त् सि बिल्कुल् मसुम् सि निर्दोश् चेअतिन्ग् कहि ज सक्ति है लेकिन् अच्चे कम् के लिये है। सहिल् कि भलै के लिये है। जर सोचो, अगर् सहिल् मोनिश को ले कर्के उश् पर्त्य् मे जयेग तोह् उस्के रेपुततिओन् क केय होग? इसि लिये एक् चोत स झुन्त् बोल्न इस् नोत् व्रोन्ग् न? इस् नोत् व्रोन्ग् न? ","They are angry that even a little innocent or completely innocent cheating is possible but it has done little good. It is for the improvement of the coast. Just think, what will happen to Monisha's reputation if she goes to the party with him? That's why calling it a beast is not wrong, right? is not wrong na?"
cricket.wmv,rosesh,no. krishna bhagwan ne bhi iye hi kaha hai ki jisme dusro ki bhalai ho aisa jhoot bol sakta hai.  ,neutral,krishna bhagwan ne bhi iye hi kaha hai ki jisme dusro ki bhalai ho aisa jhoot bol sakta hai,नो। क्रिश्न भग्वन् ने भि इये हि कह है कि जिस्मे दुस्रो कि भलै हो ऐस झूत् बोल् सक्त है।  ,no. Lord Krishna has also said that such a person can speak only in the name of someone else's welfare.
cricket.wmv,maya,right,neutral,right,रिघ्त्,right
cricket.wmv,rosesh,toh momma chaliye na duplicate trophy le kar aye ,neutral,toh momma chaliye na duplicate trophy le kar aye,तोह् मोम्म चलिये न दुप्लिचते त्रोफ्य् ले कर् अये ,toh momma chaliye na duplicate trophy le kar aye
cricket.wmv,maya,kam me deri kyun? maine already wo trophy khareed ke rakh liye hai. ,joy,kam deri kyun maine already wo trophy khareed ke rakh liye hai,कम् मे देरि क्युन्? मैने अल्रेअद्य् वो त्रोफ्य् खरीद् के रख् लिये है। ,Why should I wait? I have already bought those trophies and kept them.
cricket.wmv,rosesh,momma ,joy,momma,मोम्म ,momma
husbandsdonotcheat.avi,sahil,darling hamare ghar me mirchi ka anchar nehi banta na ,neutral,darling hamare ghar mirchi ka anchar nehi banta na,दर्लिन्ग् हमरे घर् मे मिर्चि क अन्चर् नेहि बन्त न ,"Darling, don't make chilli pepper in our house."
husbandsdonotcheat.avi,monisha ,tumhe mirchi hajam kaha hoti hai?,neutral,tumhe mirchi hajam kaha hoti hai,तुम्हे मिर्चि हजम् कह होति है?,Where do you want to eat chilli?
husbandsdonotcheat.avi,sahil,aaj tak aadat nehi dali isi liye. but i think we should give it a try. khane me jara swad barega. ,neutral,aaj tak aadat nehi dali isi liye think give try khane jara swad barega,आज् तक् आदत् नेहि दलि इसि लिये। बुत् इ थिन्क् वे शोउल्द् गिवे इत् अ त्र्य्। खने मे जर स्वद् बरेग। ,That's why I haven't given up till today. but i think we should give it a try. The food will taste better.
husbandsdonotcheat.avi,monisha ,mirchi,sadness,mirchi,मिर्चि,chilli
introductiontothesarabhaifamily.avi,maya,sahil. monisha hain ghar mein?,joy,sahil monisha hain ghar mein,सहिल्। मोनिश हैन् घर् मेइन्?,coast. Monisha is in the house?
introductiontothesarabhaifamily.avi,sahil,na nahi mom.,joy,na nahi mom,न नहि मोम्।,no no mom.
introductiontothesarabhaifamily.avi,maya,to suno. sahil monisha se saadi kaarke tum bohot badi galti ki.,sadness,suno sahil monisha se saadi kaarke tum bohot badi galti ki,तो सुनो। सहिल् मोनिश से सादि कार्के तुम् बोहोत् बदि गल्ति कि।,to listen. You made a big mistake by marrying Sahil Monisha.
introductiontothesarabhaifamily.avi,sahil,mom!,neutral,mom,मोम्!,Mom!
introductiontothesarabhaifamily.avi,maya,"nahi agar tum nahi sunna cahati ho to mein chali jaati hoon yaha se. i have to tell you ki wo mrs samtaani ke champange party mein kya kiya. usne doodh maanga. wo bhi maasale wala. aue jab saab loog ne cheers kaha to wo ne bola ""cheers ki kya jaroorat hain, sofa to hain na gham mein"" aur phir aapne ki joke mein hi zor zor se haasi. aue jab aur koi ne haasa to wo ne joke saamjhaya. ki cheers chairs kursi. aue phir ussi ne sabke saamne chamcha maanga. chancha.",disgust,nahi agar tum nahi sunna cahati ho mein chali jaati hoon yaha se tell ki wo mr samtaani ke champange party mein kya kiya usne doodh maanga wo bhi maasale wala aue jab saab loog ne cheer kaha wo ne bola cheer ki kya jaroorat hain sofa hain na gham mein aur phir aapne ki joke mein hi zor zor se haasi aue jab aur koi ne haasa wo ne joke saamjhaya ki cheer chair kursi aue phir ussi ne sabke saamne chamcha maanga chancha,"नहि अगर् तुम् नहि सुन्न चहति हो तो मेइन् चलि जाति हून् यह से। इ हवे तो तेल्ल् योउ कि वो म्र्स् सम्तानि के चम्पन्गे पर्त्य् मेइन् क्य किय। उस्ने दूध् मान्ग। वो भि मासले वल। औए जब् साब् लूग् ने चीर्स् कह तो वो ने बोल ""चीर्स् कि क्य जरूरत् हैन्, सोफ़ तो हैन् न घम् मेइन्"" और् फिर् आप्ने कि जोके मेइन् हि ज़ोर् ज़ोर् से हासि। औए जब् और् कोइ ने हास तो वो ने जोके साम्झय। कि चीर्स् चैर्स् कुर्सि। औए फिर् उस्सि ने सब्के साम्ने चम्च मान्ग। चन्च।","Not if you don't want to hear me then I will go from here. I have to tell you what they did in Mrs. Samtaani's champange party. I asked for breast milk. That too had spices. So when people said cheers, he said, ""Why do you need cheers, you don't have a sofa in the summer?"" and then he laughed out loud at your joke. When someone else laughs, he laughs at the joke. ki cheers chairs kursi. And then he asked for a spoon in front of everyone. chancha."
introductiontothesarabhaifamily.avi,sahil,mom chamach maangne mein kya burayi hain!,neutral,mom chamach maangne mein kya burayi hain,मोम् चमच् मान्ग्ने मेइन् क्य बुरयि हैन्!,"Mom, what's wrong with asking for a spoon?"
introductiontothesarabhaifamily.avi,maya,glass mein jama huya maasala khaane ke liye. aue phir ussne glaas eyaaa karke khaali kiya. cortesy ki khaatir cheers bhi nahi kaha usne.,contempt,glass mein jama huya maasala khaane ke liye aue phir ussne glaas eyaaa karke khaali kiya cortesy ki khaatir cheer bhi nahi kaha usne,ग्लस्स् मेइन् जम हुय मासल खाने के लिये। औए फिर् उस्स्ने ग्लास् एयाअ कर्के खालि किय। चोर्तेस्य् कि खातिर् चीर्स् भि नहि कह उस्ने।,Masala stored in glass for eating. Then he ate by looking at the glasses. He didn't even say cheers out of courtesy.
introductiontothesarabhaifamily.avi,sahil,mein unse kaahunga,neutral,mein unse kaahunga,मेइन् उन्से काहुन्ग,what will i say to you
introductiontothesarabhaifamily.avi,maya,absolutely!,anger,absolutely,अब्सोलुतेल्य्!,absolutely!
introductiontothesarabhaifamily.avi,sahil,ki kam se kam cheers to kahena cahiye!,neutral,ki kam se kam cheer kahena cahiye,कि कम् से कम् चीर्स् तो कहेन चहिये!,Why should the least cheers be required?
introductiontothesarabhaifamily.avi,maya,right!,neutral,right,रिघ्त्!,right!
introductiontothesarabhaifamily.avi,sahil,ki bhaleyi haat mein doodh ka glass kyu na ho.,neutral,ki bhaleyi haat mein doodh ka glass kyu na ho,कि भलेयि हात् मेइन् दूध् क ग्लस्स् क्यु न हो।,Why is there no glass of milk in my heart?
introductiontothesarabhaifamily.avi,maya,"absolutely, lekin please tum usse strict ho kar baat karna sakt sabdo mein. jusr say monisha…monishaa! hello! my darling!",joy,absolutely lekin please tum usse strict ho kar baat karna sakt sabdo mein jusr say hello darling,"अब्सोलुतेल्य्, लेकिन् प्लेअसे तुम् उस्से स्त्रिच्त् हो कर् बात् कर्न सक्त् सब्दो मेइन्। जुस्र् सय् मोनिश…मोनिशा! हेल्लो! म्य् दर्लिन्ग्!","Absolutely, but please be strict with him and speak in strict words. just say monisha…monishaa! Hello! my darling!"
jugalkishore.wmv,jugalkishore,yaha rehkar mein usse dur nahi reh payoonga monisha!,sadness,yaha rehkar mein usse dur nahi reh payoonga monisha,यह रेह्कर् मेइन् उस्से दुर् नहि रेह् पयून्ग मोनिश!,Monisha!
jugalkishore.wmv,monisha,pagal ho gaya tu jugal! ek baar peheli baar deekha aur deekhte hi pyaar ho gaya? atey naisha maussi ki 50% doscount ki coupan hain,anger,pagal ho gaya tu jugal ek baar peheli baar deekha aur deekhte hi pyaar ho gaya atey naisha maussi ki doscount ki coupan hain,पगल् हो गय तु जुगल्! एक् बार् पेहेलि बार् दीख और् दीख्ते हि प्यार् हो गय? अतेय् नैश मौस्सि कि ५०% दोस्चोउन्त् कि चोउपन् हैन्,"You have gone crazy, Jugal! Looked at it for the first time and fell in love while looking at it? There is a 50% discount coupon for Naisha Mausi."
jugalkishore.wmv,jugalkishore,arey mujhe to wo 75% ki doscount ki coupon jaise pyaare laagi monisha.,sadness,arey mujhe wo ki doscount ki coupon jaise pyaare laagi monisha,अरेय् मुझे तो वो ७५% कि दोस्चोउन्त् कि चोउपोन् जैसे प्यारे लागि मोनिश।,"Monisha, I love that 75% discount coupon."
