episode,speakers,utterances,emotions,cleaned_utterances,hindi_utterances,english_utterances
lease1.wmv,monisha,to kisee aur churidaar ka nara nikalke dalo na isme sahil.,neutral,kisee aur churidaar ka nara nikalke dalo na isme sahil,तो किसी और् चुरिदार् क नर निकल्के दलो न इस्मे सहिल्।,Whose and Churidaar's slogan should be raised on this shore.
lease1.wmv,sahil,ish churidar ka nara kaha gaya.,neutral,ish churidar ka nara kaha gaya,इश् चुरिदर् क नर कह गय।,Said the slogan of this churidar.
lease1.wmv,monisha,"radde ka wajan ho jane do, deti hun.",neutral,radde ka wajan ho jane deti hun,"रद्दे क वजन् हो जने दो, देति हुन्।","Radde's wife ho jane do, deti hun."
lease1.wmv,sahil,raddee ka wajan aur churidaar ke naare ka kya sambandh hai?,neutral,raddee ka wajan aur churidaar ke naare ka kya sambandh hai,रद्दी क वजन् और् चुरिदार् के नारे क क्य सम्बन्ध् है?,What is the relation between the slogan of 'Raddee' and 'Churidaar'?
lease1.wmv,monisha,"akhabaar ke baad magazine ka bundle bechungi nah, toh tumhaara naada mainne",neutral,akhabaar ke baad magazine ka bundle bechungi nah toh tumhaara naada mainne,"अखबार् के बाद् मगज़िने क बुन्द्ले बेचुन्गि नह्, तोह् तुम्हार नाद मैन्ने","If you don't buy a bundle of magazines after the newspaper, then it doesn't matter to you."
lease1.wmv,sahil,mera choodeedaar ka naara istemaal kiya woh bundle bandne ke liye?,surprise,mera choodeedaar ka naara istemaal kiya woh bundle bandne ke liye,मेर चूदीदार् क नार इस्तेमाल् किय वोह् बुन्द्ले बन्द्ने के लिये?,Did you use my son's slogan to tie that bundle?
lease1.wmv,monisha,haan to kuchh aur ghar mein tha nehi na sahil?,neutral,haan kuchh aur ghar mein tha nehi na sahil,हान् तो कुछ् और् घर् मेइन् थ नेहि न सहिल्?,Where did you go to the house and there was no shore?
lease1.wmv,sahil,"wo magazine me se nara nikalo, come on.",anger,wo magazine se nara nikalo come,"वो मगज़िने मे से नर निकलो, चोमे ओन्।","They raised slogans from the magazine, come on."
lease1.wmv,monisha,sahil 1 minute na kya,anger,sahil minute na kya,सहिल् १ मिनुते न क्य,beach 1 minute na kya
lease1.wmv,sahil,"nada do na, come on fast",anger,nada na come fast,"नद दो न, चोमे ओन् फ़स्त्","don't do anything, come on fast"
lease1.wmv,monisha,"ok fine. toot gya. isiliye kehte hai humesha churidar me na, zip lagani chahiye",fear,ok fine toot gya isiliye kehte hai humesha churidar na zip lagani chahiye,"ओक् फ़िने। तूत् ग्य। इसिलिये केह्ते है हुमेश चुरिदर् मे न, ज़िप् लगनि चहिये",ok fine. toot gya. That's why it is always said that zip should be used in churidar.
lease1.wmv,person1,haan,neutral,haan,हान्,Haan
lease1.wmv,sahil,"keya haan? tum chalo niklo yan se. ek minute, ye brown cover keya hain? kuch important to nhi hai?",surprise,keya haan tum chalo niklo yan se ek minute ye brown cover keya hain kuch important nhi hai,"केय हान्? तुम् चलो निक्लो यन् से। एक् मिनुते, ये ब्रोव्न् चोवेर् केय हैन्? कुच् इम्पोर्तन्त् तो न्हि है?","what are you saying? Come on, go that way. One minute, what is this brown cover? How important is it?"
lease1.wmv,monisha,"nahi, wo municipality ka koi faltu report hai.",neutral,nahi wo municipality ka koi faltu report hai,"नहि, वो मुनिचिपलित्य् क कोइ फ़ल्तु रेपोर्त् है।","No, that is some false report of the municipality."
lease1.wmv,indu ,correct. baa ne mujhse kaha tha ek bara envelop lane ko. uss bakt wo lease ke papers table pe pare hue the. ,neutral,correct baa ne mujhse kaha tha ek bara envelop lane ko us bakt wo lease ke paper table pe pare hue,चोर्रेच्त्। बा ने मुझ्से कह थ एक् बर एन्वेलोप् लने को। उस्स् बक्त् वो लेअसे के पपेर्स् तब्ले पे परे हुए थे। ,correct. Baa told me to bring another envelope. We left the lease papers on the table.
lease1.wmv,ila ,"iye packet dete hue baa ne mujhe kaha tha ki ise samhal ke rakhna, bohot kimti hain. maine rakh diye toh rakh diye",joy,iye packet dete hue baa ne mujhe kaha tha ki ise samhal ke rakhna bohot kimti hain maine rakh diye toh rakh diye,"इये पच्केत् देते हुए बा ने मुझे कह थ कि इसे सम्हल् के रख्न, बोहोत् किम्ति हैन्। मैने रख् दिये तोह् रख् दिये","The father who gave me this packet told me to keep it carefully, it is very valuable. I keep it and you keep it"
lease1.wmv,madhu,"ha ha, jelly bohot acchi thi. ",joy,ha ha jelly bohot acchi thi,"ह ह, जेल्ल्य् बोहोत् अच्चि थि। ","ha ha, jelly is very good."
lease1.wmv,maya,aur du?,neutral,aur du,और् दु?,and du?
lease1.wmv,madhu,"jelly jelly, bohot acchi thi",joy,jelly jelly bohot acchi thi,"जेल्ल्य् जेल्ल्य्, बोहोत् अच्चि थि","jelly jelly, too much like this"
lease1.wmv,maya ,ha wo mujhe pata hain. main puch rahi thi ki aur du?,anger,ha wo mujhe pata hain main puch rahi thi ki aur du,ह वो मुझे पत हैन्। मैन् पुच् रहि थि कि और् दु?,yes she has known me. I was asking what else?
lease1.wmv,madhu,haa?,neutral,haa,हा?,haa?
lease1.wmv,ila ,"nehi nehi maya aur maat de, thaand hain na, gala kharap ho jayega.",neutral,nehi nehi maya aur maat de thaand hain na gala kharap ho jayega,"नेहि नेहि मय और् मात् दे, थान्द् हैन् न, गल खरप् हो जयेग।","There is no love and mother, and it is not there, it will become bad."
lease1.wmv,indu ,are to accha hi hain na ilaben. kamse kam iske haa haa toh nehi sunne paregi,disgust,accha hi hain na ilaben kamse kam iske haa haa toh nehi sunne paregi,अरे तो अच्च हि हैन् न इलबेन्। कम्से कम् इस्के हा हा तोह् नेहि सुन्ने परेगि,are to be found. I don't listen to him at all.
lease1.wmv,madhu,haa?,neutral,haa,हा?,haa?
lease1.wmv,indu ,maya pura bowl le ayo jelly ka,anger,maya pura bowl le ayo jelly ka,मय पुर बोव्ल् ले अयो जेल्ल्य् क,maya take a full bowl of jelly
lease1.wmv,ila ,"chal chal indu. le iye khol khol. baa ko pata tha ki main sab cheez samhal ke rakhti hun. haha, isi liye papers mujhe de diye honge aur kankan maya ko diye honge. ",joy,chal chal indu le iye khol khol baa ko pata tha ki main sab cheez samhal ke rakhti hun haha isi liye paper mujhe de diye honge aur kankan maya ko diye honge,"चल् चल् इन्दु। ले इये खोल् खोल्। बा को पत थ कि मैन् सब् चीज़् सम्हल् के रख्ति हुन्। हह, इसि लिये पपेर्स् मुझे दे दिये होन्गे और् कन्कन् मय को दिये होन्गे। ","move move indu. let's open it. Baa came to know that I was taking care of everything. Haha, that's why they gave the papers to me and why they gave them to Maya."
lease1.wmv,maya,kaha? wo toh usi raat chori ho geyi kbc dhekne ke baad. iyaad nehi? baa ne chor chor karke shoor bhi machaya tha,sadness,kaha wo toh usi raat chori ho geyi kbc dhekne ke baad iyaad nehi baa ne chor chor karke shoor bhi machaya tha,कह? वो तोह् उसि रात् चोरि हो गेयि क्ब्च् धेक्ने के बाद्। इयाद् नेहि? बा ने चोर् चोर् कर्के शूर् भि मचय थ,said? She stole that night after watching KBC. iyaad nahi? Baa also made noise by singing.
lease1.wmv,indu ,"haa haa, wo chor kab ghar me ghusa, kar kankan churake bhaga, kuch pata hi nehi chala. ",neutral,haa haa wo chor kab ghar ghusa kar kankan churake bhaga kuch pata hi nehi chala,"हा हा, वो चोर् कब् घर् मे घुस, कर् कन्कन् चुरके भग, कुच् पत हि नेहि चल। ","Haa haa, I didn't know when that thief entered the house, what he stole and ran away."
lease1.wmv,maya,aap pata chala ki pata kyun nehi chala,surprise,aap pata chala ki pata kyun nehi chala,आप् पत चल कि पत क्युन् नेहि चल,Why didn't you find out why you went?
lease1.wmv,madhu,iye toh baa ki kankan hain,joy,iye toh baa ki kankan hain,इये तोह् बा कि कन्कन् हैन्,when did this happen?
lease1.wmv,ila ,"haa haa maya, ise tu rakh le. tujhe pasand hain na. baa ke baat ka bura maat man na, haa. ",neutral,haa haa maya ise tu rakh le tujhe pasand hain na baa ke baat ka bura maat man na haa,"हा हा मय, इसे तु रख् ले। तुझे पसन्द् हैन् न। बा के बात् क बुर मात् मन् न, हा। ","haa haa maya, you keep it. I like you, don't I? I'm not a bad mother, yes."
lease1.wmv,maya,"nehi ilaben, aap rakhiye kankan. baa chati thi ki aap hi rakhe. ",contempt,nehi ilaben aap rakhiye kankan baa chati thi ki aap hi rakhe,"नेहि इलबेन्, आप् रखिये कन्कन्। बा चति थि कि आप् हि रखे। ","I don't have any comments, you keep them. That's what you kept here."
lease1.wmv,indu ,"toh ilaben ek kaam karo na, app iye monisha ko de do, bechari kuch ho jayegi. ",neutral,toh ilaben ek kaam karo na app iye monisha ko de bechari kuch ho jayegi,"तोह् इलबेन् एक् काम् करो न, अप्प् इये मोनिश को दे दो, बेचरि कुच् हो जयेगि। ","So these letters will do one thing, give this app to Monisha, the poor girl will be fine."
lease1.wmv,maya,theek hain main rakh leti hun. aap itna force kar rahi hi ki ilaben rakh leti hun main. ,neutral,theek hain main rakh leti hun aap itna force kar rahi hi ki ilaben rakh leti hun main,थीक् हैन् मैन् रख् लेति हुन्। आप् इत्न फ़ोर्चे कर् रहि हि कि इलबेन् रख् लेति हुन् मैन्। ,That's the main thing I am keeping. You are using so much force that I am keeping these things in my mind.
lease1.wmv,madhu,are isme se to baa ke kankan nikle ila. toh lease ke papers kaha gaye?,surprise,isme se baa ke kankan nikle ila toh lease ke paper kaha gaye,अरे इस्मे से तो बा के कन्कन् निक्ले इल। तोह् लेअसे के पपेर्स् कह गये?,It is from this that a ear has come out. so where did the lease papers go?
lease1.wmv,sahil,bina padhe tum wo paper raddi me kaise daal diye?,anger,bina padhe tum wo paper raddi kaise daal diye,बिन पधे तुम् वो पपेर् रद्दि मे कैसे दाल् दिये?,How did you put that paper in the trash without reading?
lease1.wmv,monisha,"wo thori mote mote se the, toh maine socha faltu honge",fear,wo thori mote mote se toh maine socha faltu honge,"वो थोरि मोते मोते से थे, तोह् मैने सोच फ़ल्तु होन्गे","Those few words made me think, that's why I thought it would be wrong."
lease1.wmv,maya,indravadan ke naam pe important registered papers tum liye hi kyun?,anger,indravadan ke naam pe important registered paper tum liye hi kyun,इन्द्रवदन् के नाम् पे इम्पोर्तन्त् रेगिस्तेरेद् पपेर्स् तुम् लिये हि क्युन्?,Why have you taken important registered papers in the name of Indravadan?
lease1.wmv,monisha,wo aap ush din ghar pe thi nehi toh keya karti?,sadness,wo aap ush din ghar pe thi nehi toh keya karti,वो आप् उश् दिन् घर् पे थि नेहि तोह् केय कर्ति?,What did you do at home that day?
lease1.wmv,indu,"correct, maya kusur tumhara hi hain. tum ush din ghar pe kyun nehi thi bhai?",contempt,correct maya kusur tumhara hi hain tum ush din ghar pe kyun nehi thi bhai,"चोर्रेच्त्, मय कुसुर् तुम्हर हि हैन्। तुम् उश् दिन् घर् पे क्युन् नेहि थि भै?","correct, Maya is your fault. Why are you not at home this day brother?"
lease1.wmv,monisha,mammi ji ush din wo swarupra singh ki ghar gayi thi na,neutral,mammi ji ush din wo swarupra singh ki ghar gayi thi na,मम्मि जि उश् दिन् वो स्वरुप्र सिन्घ् कि घर् गयि थि न,"Mom, that day I went to Swarupra Singh's house."
lease1.wmv,maya,please unka naam thora tammez se lo monisha. wo padmabhushan swarupa singh hain. ,contempt,please unka naam thora tammez se lo monisha wo padmabhushan swarupa singh hain,प्लेअसे उन्क नाम् थोर तम्मेज़् से लो मोनिश। वो पद्मभुशन् स्वरुप सिन्घ् हैन्। ,Please take my name a little tame Monisha. She is Padmabhushan Swarupa Singh.
lease1.wmv,monisha,unka asli naam padmabhushan hain?,surprise,unka asli naam padmabhushan hain,उन्क अस्लि नाम् पद्मभुशन् हैन्?,His real name is Padmabhushan?
lease1.wmv,sahil,"aree, padmabhushan unhe khetab mila hain. classical singing ke liye. ",contempt,aree padmabhushan unhe khetab mila hain classical singing ke liye,"अरी, पद्मभुशन् उन्हे खेतब् मिल हैन्। च्लस्सिचल् सिन्गिन्ग् के लिये। ","Hey, Padmabhushan has got the title. For classical singing."
lease1.wmv,monisha,matlab wo ompoori ji ke dubbing nehi karti?,surprise,matlab wo ompoori ji ke dubbing nehi karti,मत्लब् वो ओम्पूरि जि के दुब्बिन्ग् नेहि कर्ति?,What do you mean she didn't do poori ji's dubbing?
lease1.wmv,maya,"ompoori ji ki dubbing? huh, kise kaha iye tumhe?",surprise,ompoori ji ki dubbing huh kise kaha iye tumhe,"ओम्पूरि जि कि दुब्बिन्ग्? हुह्, किसे कह इये तुम्हे?","ompoori ji's dubbing? huh, who told you?"
lease1.wmv,sahil,"ahh, wo dekhiye, app ke piche wo jo chup raha he na wo. daad, bahar aiye. ",neutral,ahh wo dekhiye app ke piche wo jo chup raha na wo daad bahar aiye,"अह्ह्, वो देखिये, अप्प् के पिचे वो जो चुप् रह हे न वो। दाद्, बहर् ऐये। ","ahh, see, the one behind the app is silent. Come on, spring has come."
lease1.wmv,indu,"haa, tum uske awaz sune hain? kitne bhari hain. jar wo phone pain 'hello, maya hain' kahta hain toh aisa lagta hain ke kohi don baat kar raha hain. ",fear,haa tum uske awaz sune hain kitne bhari hain jar wo phone pain maya hain kahta hain toh aisa lagta hain ke kohi baat kar raha hain,"हा, तुम् उस्के अवज़् सुने हैन्? कित्ने भरि हैन्। जर् वो फोने पैन् 'हेल्लो, मय हैन्' कह्त हैन् तोह् ऐस लग्त हैन् के कोहि दोन् बात् कर् रह हैन्। ","haa, have you heard his voice? How heavy are they? When the phone pain says 'hello, Maya is here' it seems as if someone is talking to someone."
lease1.wmv,maya ,what nonsense! tumne unhe gaana gaate hue suna hain kabhi?,anger,nonsense tumne unhe gaana gaate hue suna hain kabhi,व्हत् नोन्सेन्से! तुम्ने उन्हे गान गाते हुए सुन हैन् कभि?,what nonsense! Have you ever heard them singing?
lease1.wmv,indu,"of course, main toh bachane daura bhi tha. ",neutral,course main toh bachane daura bhi tha,"ओफ़् चोउर्से, मैन् तोह् बचने दौर भि थ। ","Of course, I was also there during the Bachane period."
lease1.wmv,sahil,bachane?,surprise,bachane,बचने?,Bachane?
lease1.wmv,indu,"haan, wo ek din stage pe mike pakarke aaaaaa kar rahi thi, toh mujhe laga use shock laga, mike ke through. ",neutral,haan wo ek din stage pe mike pakarke aaaaaa kar rahi thi toh mujhe laga use shock laga mike ke,"हान्, वो एक् दिन् स्तगे पे मिके पकर्के आआआ कर् रहि थि, तोह् मुझे लग उसे शोच्क् लग, मिके के थ्रोउघ्। ","Haan, one day she was doing aaaaa while holding the mike on the stage, so I got a shock through the mike."
lease1.wmv,maya,you are so funny indravadan. tum circus pe joker ka kaam kyun nehi karte? haan? ,disgust,funny indravadan tum circus pe joker ka kaam kyun nehi karte haan,योउ अरे सो फ़ुन्न्य् इन्द्रवदन्। तुम् चिर्चुस् पे जोकेर् क काम् क्युन् नेहि कर्ते? हान्? ,you are so funny indravadan. Why don't you act like a clown at the circus? haan?
lease1.wmv,sahil,"well said mom, kam se kam uha tambu toh milega rahne ke liye. kynke daad agar lease ke paper nehi mile na toh iye building toh geyi. yaad kijiye daad kaha rakhe hain aapne lease ke papers. ",anger,well said mom kam se kam uha tambu toh milega rahne ke liye kynke daad agar lease ke paper nehi mile na toh iye building toh geyi yaad kijiye daad kaha rakhe hain aapne lease ke paper,"वेल्ल् सैद् मोम्, कम् से कम् उह तम्बु तोह् मिलेग रह्ने के लिये। क्य्न्के दाद् अगर् लेअसे के पपेर् नेहि मिले न तोह् इये बुइल्दिन्ग् तोह् गेयि। याद् किजिये दाद् कह रखे हैन् आप्ने लेअसे के पपेर्स्। ","well said mom, at least you will get a room to live. Why did he build the building if he did not receive the lease papers? Remember where you keep your lease papers."
lease1.wmv,indu,sahil maine ehi rakhe the yaar. ,anger,sahil maine ehi rakhe yaar,सहिल् मैने एहि रखे थे यार्। ,I keep my friend on the shore.
lease1.wmv,maya,"aree magar iha se toh sirf tumhare kapre, iye one thousand and one dirty jokes ki kitaab aur chocolate chips cookies ka dabba mila hain. chaar saal purane cookies ka dabba kohi cupboard pe kaise rakh sakta hain indravadan?",disgust,aree magar iha se toh sirf tumhare kapre iye one thousand one dirty joke ki kitaab aur chocolate chip cooky ka dabba mila hain chaar saal purane cooky ka dabba kohi cupboard pe kaise rakh sakta hain indravadan,"अरी मगर् इह से तोह् सिर्फ़् तुम्हरे कप्रे, इये ओने थोउसन्द् अन्द् ओने दिर्त्य् जोकेस् कि किताब् और् चोचोलते चिप्स् चूकिएस् क दब्ब मिल हैन्। चार् साल् पुरने चूकिएस् क दब्ब कोहि चुप्बोअर्द् पे कैसे रख् सक्त हैन् इन्द्रवदन्?","But that's just your cup of tea, you've got the book of one thousand and one dirty jokes and a box of chocolate chips cookies. How can you keep a box of four year old cookies hidden in the cupboard?"
lease1.wmv,indu,"kyun, tum pachaas saal purane jewar cupboard pe nehi rakhti?",contempt,kyun tum pachaas saal purane jewar cupboard pe nehi rakhti,"क्युन्, तुम् पचास् साल् पुरने जेवर् चुप्बोअर्द् पे नेहि रख्ति?",Why don't you keep old jewelery on the cupboard for five years?
lease1.wmv,maya,"aah, this man. sahil beta, sayed tumhare ghar ho, tumhare tijori me galati se rakh diya ho, haan. ",neutral,aah man sahil beta sayed tumhare ghar ho tumhare tijori galati se rakh diya ho haan,"आह्, थिस् मन्। सहिल् बेत, सयेद् तुम्हरे घर् हो, तुम्हरे तिजोरि मे गलति से रख् दिय हो, हान्। ","aah, this man. Sahil beta, you said it is your house, I have kept it in your safe by mistake, yes."
lease1.wmv,sahil,hamare tijori me se gur ka dibba mila hain mom,neutral,hamare tijori se gur ka dibba mila hain mom,हमरे तिजोरि मे से गुर् क दिब्ब मिल हैन् मोम्,"Mom, we found a box of sugar in our safe."
lease1.wmv,maya,monishaaa,surprise,monishaaa,मोनिशाअ,monishaaa
lease1.wmv,monisha,"wo kitchen main chuhe aate hain na, toh unse bachane ke liye maine gur ka dabba tijori me rakh diya. ",neutral,wo kitchen main chuhe aate hain na toh unse bachane ke liye maine gur ka dabba tijori rakh diya,"वो कित्चेन् मैन् चुहे आते हैन् न, तोह् उन्से बचने के लिये मैने गुर् क दब्ब तिजोरि मे रख् दिय। ","Mice don't come into the kitchen, so to protect them I kept the jar of sugar in the safe."
lease1.wmv,maya,what a wanderful idea monisha. sayed tumne important documents pressure cooker main rakh diye ho hain na. ja kaarke dhundho unhe. ,anger,wanderful idea monisha sayed tumne important document pressure cooker main rakh diye ho hain na ja kaarke dhundho unhe,व्हत् अ वन्देर्फ़ुल् इदेअ मोनिश। सयेद् तुम्ने इम्पोर्तन्त् दोचुमेन्त्स् प्रेस्सुरे चूकेर् मैन् रख् दिये हो हैन् न। ज कार्के धुन्धो उन्हे। ,what a wonderful idea monisha. You said you have kept important documents in the pressure cooker. Why don't you attack them?
lease1.wmv,sahil,calm down moom. ush inamdaar ne ek hapta diya hain na.,neutral,calm moom ush inamdaar ne ek hapta diya hain na,चल्म् दोव्न् मूम्। उश् इनम्दार् ने एक् हप्त दिय हैन् न।,"calm down mom. His faithful wife has given him a week, hasn't he?"
lease1.wmv,rosheh,"eureka, eureka. guys, look what i found",joy,eureka eureka guy look found,"एउरेक, एउरेक। गुय्स्, लूक् व्हत् इ फ़ोउन्द्","eureka, eureka. guys, look what i found"
lease1.wmv,maya,mil gaye,joy,mil gaye,मिल् गये,mil gaye
lease1.wmv,sahil,keya mil gaye papers lease ke?,joy,keya mil gaye paper lease ke,केय मिल् गये पपेर्स् लेअसे के?,What are the lease papers available?
lease1.wmv,rosheh,"nehi. lekin mom aur daad ke marriage anniversary par maine jo kabita likhi thi, wo kisi ne mattress ke niche chupa di thi. wo mil gaye, yippieeeeee",joy,nehi lekin mom aur daad ke marriage anniversary par maine jo kabita likhi thi wo kisi ne mattress ke niche chupa di thi wo mil gaye yippieeeeee,"नेहि। लेकिन् मोम् और् दाद् के मर्रिअगे अन्निवेर्सर्य् पर् मैने जो कबित लिखि थि, वो किसि ने मत्त्रेस्स् के निचे चुप दि थि। वो मिल् गये, यिप्पिईईई","nehi. But the poem I wrote on the marriage anniversary of my mother and father, was not sucked by anyone in the mattress. wo mil gaye, yippieeeeeee"
lease1.wmv,indu,"sahil, maine jalane ko kaha tha na?",anger,sahil maine jalane ko kaha tha na,"सहिल्, मैने जलने को कह थ न?","Sahil, I told you to walk, right?"
lease1.wmv,rosheh,abhi sune deta hun,joy,abhi sune deta hun,अभि सुने देत हुन्,I just heard it
lease1.wmv,sahil,"baad me. jar hum jhopri pe jayenge na rahne ko, unha sunana. kyunki uha pe na tv hoga, na radio hoga. toh isse behtar entertainment aur keya ho sakte hain. ",disgust,baad jar hum jhopri pe jayenge na rahne ko unha sunana kyunki uha pe na tv hoga na radio hoga toh isse behtar entertainment aur keya ho sakte hain,"बाद् मे। जर् हुम् झोप्रि पे जयेन्गे न रह्ने को, उन्ह सुनन। क्युन्कि उह पे न त्व् होग, न रदिओ होग। तोह् इस्से बेह्तर् एन्तेर्तैन्मेन्त् और् केय हो सक्ते हैन्। ","after me. Now we will go to where we will live, he said. Because there will be no TV or radio on it. So better entertainment can be done."
lease1.wmv,indu,"ilabahen. iyaad hain, jis din baa ne iye lease ke papers sign kiye the, ush din ilaben iyi thi. ho sakta hain wo papers ilaben ko de diye ho. ",joy,ilabahen iyaad hain ji din baa ne iye lease ke paper sign kiye ush din ilaben iyi thi ho sakta hain wo paper ilaben ko de diye ho,"इलबहेन्। इयाद् हैन्, जिस् दिन् बा ने इये लेअसे के पपेर्स् सिग्न् किये थे, उश् दिन् इलबेन् इयि थि। हो सक्त हैन् वो पपेर्स् इलबेन् को दे दिये हो। ","ilabahen. Yes, that's the day I signed the lease papers, that's the day I wrote it. You can give those papers to the writers."
lease1.wmv,maya,"absolutely indu. phone karo, phone karo. ilaben ko.",joy,absolutely indu phone karo phone karo ilaben ko,"अब्सोलुतेल्य् इन्दु। फोने करो, फोने करो। इलबेन् को।","absolutely indu. call me, call me. ilaben ko."
lease1.wmv,rosheh,tab tak main kabita sune deta hun,neutral,tab tak main kabita sune deta hun,तब् तक् मैन् कबित सुने देत हुन्,till then main kabita sune hun deta
lease1.wmv,indu,main phone karke ata hun,fear,main phone karke ata hun,मैन् फोने कर्के अत हुन्,I called the main phone.
lease1.wmv,sahil,main cupboard me dhundta hun,fear,main cupboard dhundta hun,मैन् चुप्बोअर्द् मे धुन्द्त हुन्,I searched in the main cupboard
lease1.wmv,monisha,"maine papers dekchi pe rakh diye honge, mammi jii",fear,maine paper dekchi pe rakh diye honge mammi jii,"मैने पपेर्स् देक्चि पे रख् दिये होन्गे, मम्मि जी","You must have kept my papers in check, mummy ji"
lease1.wmv,krish,"atma ropon proypg ka madyam, the experiment of spirit plantation, iss proyog ke jariye hum baa ko niche bula sakte hain ",neutral,atma ropon proypg ka madyam experiment spirit plantation i proyog ke jariye hum baa ko niche bula sakte hain,"अत्म रोपोन् प्रोय्प्ग् क मद्यम्, थे एक्ष्पेरिमेन्त् ओफ़् स्पिरित् प्लन्ततिओन्, इस्स् प्रोयोग् के जरिये हुम् बा को निचे बुल सक्ते हैन् ","medium of atma planting, the experiment of spirit plantation, through this experiment we can make a niche."
lease1.wmv,sahil,"baa upar terrece pe papad nehi sukha rahe hain. wo usse bhi bohot upar geye hain, she is dead. you understand na krish? ",contempt,baa upar terrece pe papad nehi sukha rahe hain wo usse bhi bohot upar geye hain dead understand na krish,"बा उपर् तेर्रेचे पे पपद् नेहि सुख रहे हैन्। वो उस्से भि बोहोत् उपर् गेये हैन्, शे इस् देअद्। योउ उन्देर्स्तन्द् न क्रिश्? ","The papads on the terrace are not dry. She has also given up on him a lot, she is dead. you understand na krish?"
lease1.wmv,maya,are sahil koshish toh karne do,neutral,sahil koshish toh karne,अरे सहिल् कोशिश् तोह् कर्ने दो,are at the beach try to do
lease1.wmv,sahil,"mom, app of all people ish andhabiswas bhare batain pain biswas karegi aab?",surprise,mom app people ish andhabiswas bhare batain pain biswas karegi aab,"मोम्, अप्प् ओफ़् अल्ल् पेओप्ले इश् अन्धबिस्वस् भरे बतैन् पैन् बिस्वस् करेगि आब्?","mom, app of all people ish andhabiswas bhare batain pain biswas karegi aab?"
lease1.wmv,indu,"monisha ko koshti rahti ho. are maya toh kis din keya karna iye bhi puchti rahti hain ush churail se, keya naam hain uska, ha sumitra majumder se",contempt,monisha ko koshti rahti ho maya toh ki din keya karna iye bhi puchti rahti hain ush churail se keya naam hain uska ha sumitra majumder se,"मोनिश को कोश्ति रह्ति हो। अरे मय तोह् किस् दिन् केय कर्न इये भि पुच्ति रह्ति हैन् उश् चुरैल् से, केय नाम् हैन् उस्क, ह सुमित्र मजुम्देर् से","Monisha is having trouble. Are you Maya? What day should I do? She also keeps asking me, what is her name, is she from Sumitra Majumder."
lease1.wmv,krish,woh churail meri chachi hain,sadness,woh churail meri chachi hain,वोह् चुरैल् मेरि चचि हैन्,she is my aunt
lease1.wmv,indu,"woh sorry sumitra nehi, wo kyun wo black magic karne wali dian. han sanjeevani majumder se",contempt,woh sorry sumitra nehi wo kyun wo black magic karne wali dian han sanjeevani majumder se,"वोह् सोर्र्य् सुमित्र नेहि, वो क्युन् वो ब्लच्क् मगिच् कर्ने वलि दिअन्। हन् सन्जीवनि मजुम्देर् से","She is sorry Sumitra, why did she do black magic? han sanjeevani majumder se"
lease1.wmv,sonya,"daad, wo iske mammi hain",fear,daad wo iske mammi hain,"दाद्, वो इस्के मम्मि हैन्","daad, she is his mother"
lease1.wmv,indu,"oh, fir toh kuch nehi ho sakta",sadness,oh fir toh kuch nehi ho sakta,"ओह्, फ़िर् तोह् कुच् नेहि हो सक्त","oh, then nothing can be done"
lease1.wmv,maya,"right, ish liye please jara chup raho",contempt,right ish liye please jara chup raho,"रिघ्त्, इश् लिये प्लेअसे जर चुप् रहो","right, please keep quiet please"
lease1.wmv,krish,"accha iye batao ki madhyam kyun banega? mere kahne ka matlab hain ki baa ke atma kiske sarir main layenge? uncle, aap madhyam kuyn nehi baan jaate?",neutral,accha iye batao ki madhyam kyun banega mere kahne ka matlab hain ki baa ke atma kiske sarir main layenge uncle aap madhyam kuyn nehi baan jaate,"अच्च इये बतओ कि मध्यम् क्युन् बनेग? मेरे कह्ने क मत्लब् हैन् कि बा के अत्म किस्के सरिर् मैन् लयेन्गे? उन्च्ले, आप् मध्यम् कुय्न् नेहि बान् जाते?","Well tell me why Madhyam will be made? What I mean to say is, whose body will I carry my mother's soul into? uncle, you don't go to school in the middle of the day?"
lease1.wmv,indu,are nehi nehi. main agar madhyam ban geya toh baa baat kisse karegi? ,neutral,nehi nehi main agar madhyam ban geya toh baa baat kisse karegi,अरे नेहि नेहि। मैन् अगर् मध्यम् बन् गेय तोह् बा बात् किस्से करेगि? ,are nehi nehi. If I go to the middle then who will I talk to?
lease1.wmv,indu,"unless you want a double role. hey bakora, boli thi ki tu kohi chooti ghar ke ladki se saadi karna, maya toh bilkul bakwas hain. nehi nehi baa maaf kar do har insaan se galati hote hain",contempt,unless want double role hey bakora boli thi ki tu kohi chooti ghar ke ladki se saadi karna maya toh bilkul bakwas hain nehi nehi baa maaf kar har insaan se galati hote hain,"उन्लेस्स् योउ वन्त् अ दोउब्ले रोले। हेय् बकोर, बोलि थि कि तु कोहि चूति घर् के लद्कि से सादि कर्न, मय तोह् बिल्कुल् बक्वस् हैन्। नेहि नेहि बा माफ़् कर् दो हर् इन्सान् से गलति होते हैन्","unless you want a double role. Hey Karako, you said that you want to fuck the girl of the house, Maya, you are absolutely crazy. No no no please forgive me, humans make mistakes"
lease1.wmv,maya,ho geya indravadan?,neutral,ho geya indravadan,हो गेय इन्द्रवदन्?,ho gaya indravadan?
