episode,speakers,utterances,emotions
bachelor.wmv,rosesh,"unone already suru kar diya hain momma. mujhe dekh karke kaha bhi, hey bai paani la. ",sadness
bachelor.wmv,maya ,"agar tumhe wo bai kahke bulaye na, toh bas ignore him, jawab mat dena. ",neutral
bachelor.wmv,rosesh,maine jawab nehi diya momma,neutral
bachelor.wmv,maya,good,joy
bachelor.wmv,rosesh,"toh unone chappal fenkke mara. aur maine kaha dad, aap aisa kaise kar sakte hai. toh unone dushra chappal fenkke mara. aur kaha aise. ",sadness
bachelor.wmv,maya,"uff that man. i tell you use pata bhi hai ki nehi he is your father. dad, baap.  ",contempt
bachelor.wmv,rosesh,"wahi toh, aur ab bachelor ke tarah jine wale hai, toh unhe pura ka pura maidan mil jayega mujhe rag karne ka. ",sadness
bachelor.wmv,maya,"oh ho, you don't worry. mai sahil se kahe dungi ki wo indravadan ko roke, okay? ",neutral
bachelor.wmv,rosesh,"sahil bhai bhi unhi ke sath hai momma. jab dad ne kaha ki hey bai, pani le kar aa, toh sahil bhai ne kaha dad please aap ish tarah apaman mat kijiye",neutral
bachelor.wmv,maya,see i told you,joy
bachelor.wmv,rosesh,"bai ka apaman mat kijiye. aur fir donone ek dusre ko high five diya, hihi karke hase, aur rapist ki tarah mukh banakar ke bola rosesh ab tera kuch nehi ho sakta, tujhe hamse kohi nehi bacha sakta, hihihahaha",sadness
bachelor.wmv,maya,"oh, rosesh you have to stand up to them. agar tum ish tarah darte rahoge toh naturally wo tumhe darayenge. abhi ki abhi sina taan ke kahe dena chahihe ke aap ki ragging nehi chalegi okay. ",anger
bachelor.wmv,rosesh,"okay, yippee. ja kar kahe dijiye dono ko ",anger
bachelor.wmv,maya,"mai nehi tum rosesh. dekho rosesh monisha ke sath rehna mere liye bhi toh asan nehi hai na? wo constantly fan ka regulator kam karti rahti hai bijli bachane ke liye, mai agar fridge kholti hu toh mere piche piche akar ke khadi wo jati hai thand wosul karne ke liye ",contempt
bachelor.wmv,maya,neyi toothpaste na kholni pare isliye namak se dant saaf karti hai ,disgust
bachelor.wmv,maya,"oh, subhe dudh wala bhaiya wo tetrapack chor ke jata hai, usko bhi kahta hai thora aur do na bhaiya. but i will have to deal with it nehi? ",contempt
bachelor.wmv,maya,"tum bhi jao, give it back to them. keya kahoge uha jake? ",neutral
bachelor.wmv,monisha,are magar mai toh hu hi middle class,neutral
bachelor.wmv,maya,"toh usme change lao na meri ma. middle class madam, har cheez mai middle class hona jaruri hai? ice-cream parlour wale ko tum bhaiya ji kahte ho? dhobi se mukt me rumal istri karate ho. dusro ki saadi main pandra-bish photo khicwate ho. ",disgust
bachelor.wmv,monisha,"chup! high society ki....jab se ish ghar main ayi hun, tab se bak bak bak bak fm radio ki tarah. ",anger
bachelor.wmv,maya,hey listen children agle monday ko indravadan ke 55th birthday hai. mai soch rahi hu ke ek surprise party organize kare ,joy
bachelor.wmv,monisha,"aree wahh mammi ji, sankar sagar hotel me karte hai. waha ka sabudana pure world me famous hai ",joy
bachelor.wmv,maya,monisha world ko pata bhi nehi hoga ki sabudana keya hai ,contempt
bachelor.wmv,monisha,"lekin mammi ji, uha par paubhaji ke saath cola aur papad free milta hai ",neutral
bachelor.wmv,maya,hum log sankar sagar hotel main definitely nehi rakhenge haa.,contempt
bachelor.wmv,maya,"and this time i thought lets have a theme party. animals. hum log sab animals banenge. mai hiran, sahil horse and monisha chipkali",neutral
bachelor.wmv,monisha,chipkali?,sadness
bachelor.wmv,maya,"haa, wo middle class logo ki ghore me tubelight ke aaspas ghumti hai na wo chipkali",disgust
bachelor.wmv,rosesh,okay okay everybody. maine guest ko invite karne ke liye ek chota sa writeup likha hai. ,joy
bachelor.wmv,sahil,post karke ayo,neutral
bachelor.wmv,rosesh,pahle suniye toh sahi. momma.,neutral
bachelor.wmv,maya,hmm sunao,neutral
bachelor.wmv,rosesh,"indu sarabhai agar papad hote, toh hum likhte pichle pachpan saal se masur kurkure swadist, shenkne main asan, lekin wo papad nehi hai, wo toh hai insaan, aiyega unki 55th birthday ke party main, dinner hoga italian, nahi puri polao aur du mistan farzaan ",neutral
bachelor.wmv,maya,haha lovely ,joy
bachelor.wmv,sahil,ho geya? ,contempt
bachelor.wmv,rosesh,how was it?,joy
bachelor.wmv,sahil,"it was. mom, party main aur keya karenge?",joy
bachelor.wmv,monisha,"housie khelenge. tambola, full house ka 500 rupaiya.  ",joy
bachelor.wmv,maya,"what fun, fir tumko kahne ka chance milega, two fat ladies eighty-eight, two thin legs, number eleven",contempt
bachelor.wmv,monisha,unlucky number?,joy
bachelor.wmv,rosesh,one three thirteen. yippee. ,joy
bachelor.wmv,maya,humlog tambola hargis nehi khelenge okay?,anger
bachelor.wmv,indu,hi guys,neutral
bachelor.wmv,rosesh,dad dekhiye mai aapke liye keya likha hai ,joy
bachelor.wmv,sahil,no,fear
bachelor.wmv,monisha,daddy ji suniye na hum aapko sur,joy
bachelor.wmv,sahil,monisha monisha its your turn ,neutral
bachelor.wmv,indu,"haa monisha bolo, aaplog mujhe sir keya?",neutral
bachelor.wmv,maya,"sir kahke bulanyenge, iye soch rahe the humlog. aajse tumko sir indravadan sarabhai kahke bulayenge. subha se suru ho jayenge, sir dudh pi lijiye sir. excercise kar lijiye sir. naha lijiye sir. monisha ke tarah nakhun mat chabaiye sir. ",anger
bachelor.wmv,maya,"darwaja jor se mat slam karo monisha, macchar marke wow chowtha macchar mara bat bolo monisha",contempt
bachelor.wmv,sahil,sir sir ,neutral
bachelor.wmv,maya,"ha, sir, do hat se roti mat toro sir etc etc. isliye sir ",contempt
bachelor.wmv,indu,"accha mai samjha tumlogo ne surprise party ki baat kar rahi ho, wo theme wali, animal wali jisme sab animals banenge. ",joy
bachelor.wmv,indu,rosesh ko toh mask pahenne ke bhi jarurat nehi hai,joy
bachelor.wmv,maya,"you heard it, you heard it. ",anger
bachelor.wmv,indu,"hahahaha, diwaro bhi kan hota hai maya, and concealed mike bhi. hahaha. this room bugged ",joy
bachelor.wmv,maya,"anyway, now as the surprise is out, mai tumhe bata hu ke maine iye socha hai ke ish saal tum jo gift mangoge, mai dungi. i mean mere bas me hua toh ha",neutral
bachelor.wmv,indu,"maya, tum mujhe mera bachelorhood bapas de do. mai kuch dino ke liye kumara rahna chata hu. ",neutral
bachelor.wmv,maya,"okay, di, maine tumhe tumhara azadi di. ",joy
bachelor.wmv,sahil,"keya baat hain, what a gift dad!",joy
bachelor.wmv,rosesh,what fun ,joy
bachelor.wmv,sahil,hai na monisha? ,joy
bachelor.wmv,maya,"no rokdhok, no interference. tum jo chahe karo. ",joy
bachelor.wmv,sahil,"congratulations once again dad, congratulations. mai kehta hun dad har saadi shuda aadmi ko aisa life main ek bar try karna chahiye. he na monisha?   ",neutral
bachelor.wmv,monisha,"sahil, tum bhi kuch dino ke liye bachelor banna chate ho?",joy
bachelor.wmv,sahil,"nehi, aisa kuch khash nehi lekin char se aat dash bara chouda shola dino ke liye, kyunki keya hai usse pati patni ki, matlab hum dono ki relationship sudhar jayegi. ",joy
bachelor.wmv,monisha,"thik hai, toh diye. maine bhi tumhe azad ho kar jine ke liye kuch din diye. ",sadness
bachelor.wmv,sahil,okay agar tum ahi chate ho toh ,neutral
bachelor.wmv,indu,"ahahahaha, dekha, dil me toh khushi ke laddu fut rahi hai, hurray hurray its a holi holi day, lekin bata aisa raha hai ki kohi khash khushi nehi huyi hena? ",contempt
bachelor.wmv,maya,"well, then its settled. tum tino monisha ke ghar rahoge, aur monisha aur mai iha, spinster ke tarah. well if men can d it, so can we. ",contempt
bachelor.wmv,indu,"ha rosesh, mila cockroach? hahahaha, are rosesh bai, chala loker loker wale jewan pirsa come on ",neutral
bachelor.wmv,sahil,dad iha aaye help kijiye come on ,neutral
bachelor.wmv,indu,"keya pagal ho gaye ho? tum maharaj ho na? malik ko bolta hai madat karne ko? naukri se nikal du keya? chalao chalao fatafat khana banao. aur jate jate hamare wo rosesh bai ko chor dena, aur raste me kuch faltu lafra mat karna ok? ",anger
bachelor.wmv,sahil,mila cockroach?,neutral
bachelor.wmv,rosesh,lagta hai bhag geya badmaas ,neutral
bachelor.wmv,indu,"ha hahaha bhag geya bhag geya, tumhara hatiar bhag geya. are iye rosesh bai hai na, ek kam thik se nehi kar sakti. hahaha, chalo chalo chalo. ",joy
bachelor.wmv,sahil,"dusra dhund ke le ke aa, ja",anger
bachelor.wmv,rosesh,"ek ek karke sare dhund liye the, sab fenk diye. ",anger
bachelor.wmv,sahil,rosesh maine tujhe kaha tha ki ek aadh samhal kar rakh. ,anger
bachelor.wmv,rosesh,"meri hobby nehi hai cockroach collect karna, meri hobby hai kavita likhna",neutral
bachelor.wmv,maya,what is what? hahaha ,joy
bachelor.wmv,monisha,"mammi ji, aap itna kyun hash rahi hai? ",joy
bachelor.wmv,maya,kyunki tum bate hi aise karte ho beta,joy
bachelor.wmv,monisha,keya? maine to sirf itna kaha ki hum dono best friends hain na?,joy
bachelor.wmv,maya,"oh, stop it. don't start me off again. [laughing] oh my god, monisha beta best friends wo hote hain jinke bare main hum sab such jante hain",joy
bachelor.wmv,monisha,toh mere bare main aap sabkuch janti toh hai ,joy
bachelor.wmv,maya,can i finish please? aur uske wawajut hum unhe pasand karte hai,neutral
bachelor.wmv,monisha,matlab aap mujhe pasand nehi karti? ,sadness
bachelor.wmv,maya,"well agar mai honestly kahu, sacche dil se, agar ek minute ke liye mai tumhari dher sari buraiya bhul jau, ihe bhi bhul jau ki tum kitni middle class ho, toh bhi tum mujhe acchi nehi lagti beta ",contempt
bachelor.wmv,monisha,"waise ek bat kahu mammi ji, aap bhi mujhe kohi khash acchi nehi lagti. ",joy
bachelor.wmv,maya,"that's good. that's honest. you know agar tum actually iye kaha hota ki mai tumhe acchi lagti hu, toh tum mujhe aur bhi acchi nehi lagti. monisha, kyun na hum ish mauke ka fayda uthakar, afterall we are roommates, kyun na hum ek dusre ko ek dursi ki saari buraiya bata dain. ",neutral
bachelor.wmv,monisha,matlab?,neutral
bachelor.wmv,maya,"matlab tumhari jo saari doso tinsoo char hazar panch hazar, jo saari buraiya hai, mai tumhe bata deti hu. ",neutral
bachelor.wmv,monisha,"lekin mammi ji, mai aapko aapki saari buraiya nehi bata paungi. ",neutral
bachelor.wmv,maya,"kyun? ek do buraiya batane main tumhe keya problem ho sakti hai? and besides, we have help. the wine will help us talk. ",joy
bachelor.wmv,monisha,wine?,surprise
bachelor.wmv,indu,"khana, khana ",neutral
bachelor.wmv,sahil,soup ,neutral
bachelor.wmv,indu,"iye keya hai? soup kisne kaha? iye soup foup nehi chaiye mujhe, kuch mave ke kachui bagera talke lao. ",anger
bachelor.wmv,sahil,"enough dad, ab aap mujhe irritate kar rahe hai. and by the way, is pure ghar ma aap akela bachelor nehi bane. ",anger
bachelor.wmv,indu,"chup raho. aur jao mere liye papad senke lao. hahahaha. ab tum dono mera kuch nehi bigar sakte, kyunki tumhara pet cockroach bhag chuka hai. ",joy
bachelor.wmv,rosesh,sahil bhai,joy
bachelor.wmv,sahil,mil geya?,neutral
bachelor.wmv,rosesh,"ek nehi, do do. ",joy
bachelor.wmv,sahil ,yes! hihi hahahahaha,joy
bachelor.wmv,rosesh,hihihihi hahahaha,joy
bachelor.wmv,indu,nehi ,fear
bachelor.wmv,sahil & rosesh,hihihi hahahaha,joy
bachelor.wmv,indu,"nehi rosesh beta, mere laal. ",fear
bachelor.wmv,sahil,"shut up maharaj, get up, khana banao, chalo. chalo. ",anger
bachelor.wmv,indu,"banata hu, banata hu. ",fear
bachelor.wmv,rosesh,"hihihihi hahahaha, iske bad bartan bhi thik se saaf karna indu bai. ",contempt
cricket.wmv,madhu,trophy?,neutral
cricket.wmv,kismi,haa. world's best wife ki. sahil bhai ne kharide hain,joy
cricket.wmv,madhu,sahil ne?,neutral
cricket.wmv,kismi,haa. ,neutral
cricket.wmv,madhu,kiske liye?,neutral
cricket.wmv,monisha,madhu fufa mere liye. aur kiske liye? ,neutral
cricket.wmv,madhu,world's best wife? ,contempt
cricket.wmv,monisha,iye mammi ji ke uha jaa kar aye hai keya?,neutral
cricket.wmv,kismi,haa,neutral
cricket.wmv,monisha,"hmm. mujhe laga hi. fir thik hai. iha toh nehi hai. kismi, jaldi se clue parna. hume iye trophy kisi bhi tarah se pahle dhund nikalni hai. ",neutral
cricket.wmv,kismi,"haa. ish gharka hain wo aisa kona, jaha hota hai aksar rona dhona",neutral
cricket.wmv,madhu,hey mujhe de ,neutral
cricket.wmv,kismi,haa ,neutral
cricket.wmv,monisha,rona dhona?,neutral
cricket.wmv,kismi,haa,neutral
cricket.wmv,monisha,matlab pressure cooker?,neutral
cricket.wmv,kismi,haa?,surprise
cricket.wmv,monisha,"nehi. are haa, mere guest bedroom ka pankha. rosesh bhaiya atmahatya ka dhamki dekar usi pankhe par latak kar jor jor se ro rahe the pichle mahine.",joy
cricket.wmv,kismi,accha? ha. are par isme toh aksar rona dhona likha hai monisha,neutral
cricket.wmv,monisha,haa. toh rosesh bhaiya che-saat bar latke hai na us pankhe par. ek bar toh aise uuuu karke gol gol bhi ghume the.,joy
cricket.wmv,kismi,kyun? ,neutral
cricket.wmv,monisha,daddy ji ne pankha on kar diya tha na.,joy
cricket.wmv,kismi,hahahaha,joy
cricket.wmv,maya,indu breakfast ke liye ayo na baba sab thanda ho raha hain. o newspaper bad me parna tum,neutral
cricket.wmv,indu,please ,neutral
cricket.wmv,sahil,hi dad good morning mom ,neutral
cricket.wmv,indu & maya,good morning,neutral
cricket.wmv,maya ,nasta karoge? okma banaye hai maine ,joy
cricket.wmv,sahil,nehi mai nasta karke aya hu ,neutral
cricket.wmv,maya,accha keya khaya naste me? ,joy
cricket.wmv,sahil,khaya nasta,neutral
cricket.wmv,maya,i understand. me tumhare liye juice lati hu,joy
cricket.wmv,sahil,dad mujhe aapke wo platinum cufflinks chahiye ,neutral
cricket.wmv,indu,"of course, ah parsu wali party ke liye chahiye kyun? ",joy
cricket.wmv,maya,parsu kohi khash party me ja rahe ho?,neutral
cricket.wmv,sahil,ji mom mere ek patient ne mujhe invite kiya hain ,neutral
cricket.wmv,indu,"oh sahil, wo mere cupboard me pare hain. le le jake. aur suno, maine maya ko bilkul nehi bataya ki parsu tujhe ek special party main invitation hain, female partner ke sath. ",neutral
cricket.wmv,maya,"sahil, tumhe parsu kisi special party me jana hain female partner ke sath?",neutral
cricket.wmv,sahil,ji mom,fear
cricket.wmv,indu,maya iye dekho kaun hai? ,neutral
cricket.wmv,maya,sachin tendulkar ,neutral
cricket.wmv,indu,hum hum ,neutral
cricket.wmv,maya,oh my god! tumhe parsu sachin tendulkar ke party me jana hain? ,surprise
cricket.wmv,sahil,nehi nehi mom,fear
cricket.wmv,indu,"nehi nehi maya wo nehi, iye dekho keya likha hain paro paro ",neutral
cricket.wmv,maya,is crickter and former batsman vishal guha ,neutral
cricket.wmv,indu,maya tumne vishal guha ka naam suna hain? ,neutral
cricket.wmv,maya,"of course sune hai, india ke opening batsman the, 1990",neutral
cricket.wmv,indu,nehi maya hamare gharke kisi ke muh se tumne vishal guha ka naam suna hai?,neutral
cricket.wmv,maya,ohh now i understand vishal guha ne tumhe special party ke liye bulaya hai?,joy
cricket.wmv,sahil,ji mom ,fear
cricket.wmv,maya,aur tumne mujhe bataya nehi?,neutral
cricket.wmv,sahil,i wanted to surprise you,neutral
cricket.wmv,maya,oh so sweet i am surprised i am totally surprised. accha kitne baaje jana hoga party ke liye hume?,joy
cricket.wmv,sahil,saam ko sat baje. lekin ,neutral
cricket.wmv,maya,lekin keya? i understand ,sadness
cricket.wmv,sahil ,app ko bura laga mom? ,neutral
cricket.wmv,maya,"bura toh lagega hi na? itne special party ke liye tum monisha ko nehi le ja rahe, iye baat sunke us bechari ke liye bura toh lagega hi na? lekin you got to promise me that to make up for this, tum monisha ko uske favourite restaurant me khana khane le jaoge, sree sundar lunch home me rawa masala dosa, misar pau and ganga jamuna juice. promise me, promise me",contempt
cricket.wmv,sahil,i promise you mom lekin ,neutral
cricket.wmv,maya,"aww wonderful, accha kaunsi saree pahnu mai? kaunsi saree pahnu? i am so excited ohohoho ",joy
cricket.wmv,indu,kyun mujhe aise dekh rahe tu? paper chahiye? ,neutral
cricket.wmv,sahil,mai kal ane wali paper ki headline soch raha tha ki ek sage bete ne appne bap ki goli mar kar hatya kar di ,anger
cricket.wmv,indu,maya ,fear
cricket.wmv,monisha,oye jugal tenu pata hai mai world famous cricketer vishal guha ke party main jaa rahi hun haa hihi. are ha ha photo toh khicwaungi lekin mai unse ek friendly match ke request bhi karungi one tappe catch haa. accha sun na mesha mausi aa gayi,joy
cricket.wmv,sahil,hi monisha,neutral
cricket.wmv,monisha,accha bye jugal. sahil ghar dekho na ,joy
cricket.wmv,sahil,are wah ghar bilkul saaf sutra lag raha hai ,joy
cricket.wmv,monisha,haa tum mujhe itni sandar party mai le ja rahe ho toh mai tumhare liye itna to kar hi sakti hu nah. i love you. ,joy
cricket.wmv,sahil,i love you too. lekin,fear
cricket.wmv,monisha,lekin keya?,neutral
cricket.wmv,sahil,lekin ,fear
cricket.wmv,monisha,"batao na, hickhicha kyun rahe ho? bolo",joy
cricket.wmv,sahil,monisha mai tumhe party me nehi le ja sakta. mai mom ko le ja raha hu. i hope you don't mind that ,fear
cricket.wmv,monisha,"i hate you. kutte kamine haramzade. jab mujhe le kar hi nehi jana tha toh mujhe jhute sapne kyun dikhaye? mai iye ghar saaf e na karti na. jhute makkar mammi ke chamche. i hate you, mai ghar chorke ja rahi hu.  ",anger
cricket.wmv,monisha,sahil. keya hua? lekin keya? umma. ,joy
cricket.wmv,sahil,lekin tum acche kapre pahenna party ke liye ,neutral
cricket.wmv,monisha,"itni si baat, pata hai sahil maine ek neyi dress bhi khareed liye hain. pahenke dikhati hu haa? ",joy
cricket.wmv,sahil,"oh my god, ab mera keya hoga? kaun bachayega mujhe? ",fear
cricket.wmv,kismi,hello sahil bhai,joy
cricket.wmv,sahil,hi kismi,joy
cricket.wmv,kismi,"iye lo pere khao, mujhe naukri mil gayi hai. ",joy
cricket.wmv,sahil,congratulations! kaha pe?,neutral
cricket.wmv,kismi,"ek entertainment company me. baccho ke liye party organize karti hai. iye dekhiye, mera pahla karikram. baccho ke liye treasure hunt rganize kiya hai, jo sabse pahle chupa hua khazana hunkar dikhayega na",neutral
cricket.wmv,sahil,"eureka, thats it! thanks a lot kismi. mujhe mera rasta mil geya ",joy
cricket.wmv,rosesh,"momma, clue me saaf likha hai, jaha khade rahne par shase bari atakti, jaha chori chupke moti si ek cheez sada bhatakti ",neutral
cricket.wmv,maya,"shas kaha atakti hai? i know. monisha ke ghar pe. i am sure usne trophy wohi chupayi hai, monisha ke ghar pe kachre ke badbu se sash nehi rukti? dont you remember pichle bar mai uske ghar geyi thi usko invite karne ke liye tab jaake monisha aaj saam hamari ghar pe party hai lekin ho sake toh tum mat ana - karke mujhe ana para tha?  ",disgust
cricket.wmv,rosesh,makes sense. lekin moti si ek cheez sada bhatakti? ,neutral
cricket.wmv,maya,chuha. dont you remember pichle saal monisha ke ghar pe mota sa chuha aapne pure joint family ko le karke saath me rahne aa geya tha. ,neutral
cricket.wmv,rosesh,toh abhi bhi wo wohi honge? ,neutral
cricket.wmv,maya,of course uha honge. abhi tak toh chuhe ne uha ke liye ration card bhi banwa liya hoga. imandari se monisha ko kiraya bhi deta hoga wo. ,contempt
cricket.wmv,rosesh,mom you are so funny ,joy
cricket.wmv,maya,"infact monisha aur chuha diwali pe ek dusre ko gifts dete honge acche paroshi ke tarah. ek minute, ush second clue dikhao. usse confirmation mil jayegi humko. haa, iye raha. ",neutral
cricket.wmv,maya,"wo trophy ahi kahi hai apne ghar pe, uha nehi. ",fear
cricket.wmv,rosesh,kaise? ,surprise
cricket.wmv,rosesh,"ouf iye badan, rangila badan, lachila badan, sharmila badan, meri angrayi me hai bewafayi ",neutral
cricket.wmv,indu,hey rosesh ,neutral
cricket.wmv,rosesh,oh hi dad,joy
cricket.wmv,indu,keya keya teri angrayi me keya hai? bewafayi? ,joy
cricket.wmv,rosesh,haa,joy
cricket.wmv,indu ,"hahaha, iye side business kab se suru kiya tune? ",joy
cricket.wmv,rosesh,"daad, neyi natak ki taiyari kar raha hun. usme ek cabre dancer ke atma mere sarir main aa jati hain. ",neutral
cricket.wmv,indu,"are re re re re, bechari ki atma ko marke bhi shanti nehi mili. very sad story i must say ",contempt
cricket.wmv,rosesh,take off dad. chuwo na chuwo na mujhe chuwo na,neutral
cricket.wmv,indu,"dekh, waise bhi ise kohi chuta nehi hain upar se request kiye jaa raha hain ",contempt
cricket.wmv,rosesh,"very funny. sahil bhai, mai natak main ek cabre dancer ke atma mere sarir main aa jati hain ",neutral
cricket.wmv,indu,bolo,neutral
cricket.wmv,sahil,fantastic and all the best. but guys listen to this news. mujhe all india cricket couples club ke dinner ka invitation mila hain ,joy
cricket.wmv,indu,are wah iska matlab bare bare cricketers apne patni wo ke saath uha honge na? ,joy
cricket.wmv,sahil,yes,joy
cricket.wmv,rosesh,toh aap ko iye invitation?,neutral
cricket.wmv,sahil,vishal guha ne mujhe invite kiya hain. vishal guha daad. i cant believe it. mere bahat acche dost ban gaye hain and the rest is going to be history. vishal guha ke saath mai party main jayunga ,joy
cricket.wmv,indu,tu akela jayega?,neutral
cricket.wmv,sahil,nehi ek partner allowed hain,neutral
cricket.wmv,indu,"haa, toh kab jaa rahe hain hum dono?  ",joy
cricket.wmv,sahil,female partner only daad. ,contempt
cricket.wmv,rosesh,toh sahil bhai mere natak main na cabre dancer ki ,neutral
cricket.wmv,sahil,sarir me kisi female ki atma ghus gayi ho aisa sarir nehi chalega rosesh. original female sarir hi chahiye ,contempt
cricket.wmv,indu,are par iye bata is bar tu kisko le jayenga sahil? monisha ko ya maya ko? ye ye ye fasa haha dekha ,joy
cricket.wmv,sahil,"well mai sach bata dunga na mom ko, party se ane ke baad ",neutral
cricket.wmv,indu,haa,joy
cricket.wmv,rosesh,matlab aap iye baat pahle chupane wale the momma se? ,neutral
cricket.wmv,sahil,"obviously, and mind you rosesh mind you agar tumne mom ko kuch bhi bataya na toh tumhari wo cabre dancer ke atma ke saath saath tumhari atma ko bhi bhatka dunga mai ",anger
cricket.wmv,rosesh,"nehi nehi mai nehi, iye narad muni maharaj hai na ",neutral
cricket.wmv,sahil,dad,neutral
cricket.wmv,indu,nehi nehi mai sahil mai hargis nehi bataunga maya ko ki tumhe invite kiya hai vishal guha ne okay? ,neutral
cricket.wmv,monisha,"madhu fufa, madhu fufa. mili?",neutral
cricket.wmv,madhu,haa? ,neutral
cricket.wmv,monisha,trophy mili?,anger
cricket.wmv,madhu,"bad me, bad me. juice bad me. pehle trophy dhundo. ",neutral
cricket.wmv,monisha,aah,surprise
cricket.wmv,sahil,hi guys,joy
cricket.wmv,monisha,hi ,joy
cricket.wmv,sahil,how is it going? ,joy
cricket.wmv,monisha,"maine pura ghar chan mara sahil, trophy kahi nehi mil rahi hai. ",sadness
cricket.wmv,sahil,"dhundo dhundo dhundo. party main saath chalna hai na mere sath? come on, come on. dhundo. ",neutral
cricket.wmv,monisha,"haa, lekin. accha, by the way, tunme jo mujpe inzaam lagaya tha na ki maine tumhara favourite pen kho diya hai, wo mil geya. ",joy
cricket.wmv,sahil,well,neutral
cricket.wmv,monisha,"aur iye dekho, tumhari khoyi huyi tie bhi mili fridge me se. aur maine jo tumpe inzaam lagaya tha ke tum apna goggles clinic me bhul aye hoge ",neutral
cricket.wmv,sahil,wo ahi mila na? ,neutral
cricket.wmv,monisha,haa. ,neutral
cricket.wmv,sahil,look,neutral
cricket.wmv,monisha,"aur iye jisme tha na sahil, wo purana cooker bhi mil geya hai. dekho. ",joy
cricket.wmv,sahil,very good,joy
cricket.wmv,monisha,"aur haa, tumne jo mujse itne confidently kaha tha ki maine tumhari favourite kitaab raddi wali ko bech di hogi",contempt
cricket.wmv,sahil,mili? ,neutral
cricket.wmv,monisha,haa,neutral
cricket.wmv,sahil,good ,joy
cricket.wmv,monisha,"iye dekho. aa, thori si kutar liye chuho ne, lekin mil gaye. ",neutral
cricket.wmv,sahil,"monisha, monisha meri iye novel parni baki thi. ab iska end chuho se puchna parega. ",neutral
cricket.wmv,maya,treasure hunt sahil? ridiculous. iye keya mazak hai? ,contempt
cricket.wmv,sahil,mom meai keya karu? mera man kar raha hai ki aap dono ko sath le chalu party main. ,neutral
cricket.wmv,monisha,"ha to le chalo na, mai toh kahti hu hum sab chalte hai. ",joy
cricket.wmv,maya,"monisha, sirf do invitations hai party ke liye. ",contempt
cricket.wmv,monisha,to keya hua? royal club ke party main toh mai sabko le gayi thi. ,neutral
cricket.wmv,maya,ha to royal club ki party main sabki .. are you trying to say ki royal club ki party main hum sabke liye invitations nehi the? ,fear
cricket.wmv,monisha,ush party main toh mammi ji hum me se kisi ke liye hi invitation nehi tha ,neutral
cricket.wmv,maya,what!,surprise
cricket.wmv,monisha,ha toh daddi ji ne kaha ki party karne ka bahat man kar kahe hai toh maine aise hi kahe diya ki chalo royal club. isme kaun sa bara pahar tut para?,sadness
cricket.wmv,maya,"monisha tum hamko uha aise hi le gayi, bagar invitations ke, aise hi ",disgust
cricket.wmv,monisha,"aise hi nehi le gayi thi mammi ji, maine coin toss kiya tha. heads to royal club tails toh chief minister ke private party.   ",fear
cricket.wmv,maya,"oh my god, are you crazy? ",anger
cricket.wmv,monisha,ek pass ka do hazar rupay tha. maine dash hazar rupay bachaye na? ,fear
cricket.wmv,maya,"are jaa dash hazar rupay, agar uha kisi ko pata chal jata ke hamare pas invitations nehi hai toh",anger
cricket.wmv,monisha,mujse toh pucha bhi tha. jab maine dry fruit ka halwa tiffin mei pack kar dene ke liye kaha tha na waiters se toh ,joy
cricket.wmv,sahil,monisha ,fear
cricket.wmv,maya,sahil mujhe abhi ke abhi ish paper me mujhe dastakhat karke do ,anger
cricket.wmv,sahil,lekin iye toh blank paper hai mom ,fear
cricket.wmv,maya,dont worry. divorce ki conditions mai likh dungi ,anger
cricket.wmv,monisha,sahil mai ghar chor ke jaa rahi hu,sadness
cricket.wmv,sahil,"ek minute monisha, monisha. mom, please lets come back to the point. all right. maine do trophies kharide hai, universal company ki. jisme se ek trophy maine mom aapke ghar me chupayi hai, jis par likha hai world's best mother haha aur dusri trophy maine monisha aapne ghar pe chupayi hai jispar likha hai world's best wife. ",neutral
cricket.wmv,maya,world's best wife? ,contempt
cricket.wmv,sahil,toh jo bhi wo trophy dhundkar sabse pahle mere pas layega wohi mere saath party mai jayega,neutral
cricket.wmv,maya,dont be ridiculous sahil. ek party me jane ke liye mai aisi childish games nehi khelungi. excuse me. ,contempt
cricket.wmv,monisha,mai tumhare liye sabkuch karungi sahil ,neutral
cricket.wmv,indu,chal chal jaldi bata tune monisha wali trophy kaha rakhi hai warna iye trophy niche fek dunga,joy
cricket.wmv,sahil,nehi nehi dad dad dad,fear
cricket.wmv,indu,teri favourite hai na?,joy
cricket.wmv,sahil,ji dad,fear
cricket.wmv,indu,"age mat ana, age mat bar, tere sath party me jaane ka hak sirf monisha ko hai",neutral
cricket.wmv,sahil,i know that dad ,anger
cricket.wmv,indu,age mat bar nehi toh fek dunga,neutral
cricket.wmv,sahil,dad niche kisi ke gar khari hogi ,neutral
cricket.wmv,indu,accha are wah teri gari khari hai. feku?,joy
cricket.wmv,sahil,nehi,fear
cricket.wmv,monisha,"daddy ji, choriye na. ",neutral
cricket.wmv,indu,chor du? ,joy
cricket.wmv,sahil,"ai, keya chor dijiye. ",fear
cricket.wmv,monisha,nehi nehi nehi nehi nehi. mera matlab hai sahil ki trophy sahil ko wapas kar diiiye,neutral
cricket.wmv,indu,are par?,neutral
